"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16973-9644","SG","James","","Harden","54.06363747336648","11","11700","POR@HOU","HOU","POR","","","",""
"16973-40199","SG","Giannis","","Antetokounmpo","45.32999877929687","10","9600","MIL@MIA","MIL","MIA","","","",""
"16973-20848","PG","Damian","","Lillard","41.458333333333336","12","9600","POR@HOU","POR","HOU","","","",""
"16973-12332","PG","John","","Wall","40.375","8","8900","NY@WAS","WAS","NY","","","",""
"16973-12363","C","Hassan","","Whiteside","42.429998779296874","10","8900","MIL@MIA","MIA","MIL","","","",""
"16973-14528","SF","Jimmy","","Butler","39.53636308149858","11","8500","CHI@UTA","CHI","UTA","","","",""
"16973-58462","C","Karl-Anthony","","Towns","38.679998779296874","10","8300","PHI@MIN","MIN","PHI","","","",""
"16973-9508","SF","Carmelo","","Anthony","33.600000554865055","11","7900","NY@WAS","NY","WAS","","","",""
"16973-19067","SG","C.J.","","McCollum","33.4750010172526","12","7500","POR@HOU","POR","HOU","","","",""
"16973-12366","SF","Gordon","","Hayward","35.8999989827474","6","7400","CHI@UTA","UTA","CHI","","","",""
"16973-49116","SF","Andrew","","Wiggins","34.22999877929688","10","7000","PHI@MIN","MIN","PHI","","","",""
"16973-63122","PF","Kristaps","","Porzingis","33.04545454545455","11","6900","NY@WAS","NY","WAS","","","",""
"16973-23825","PF","Nerlens","","Noel","27.719402256296643","67","6800","PHI@MIN","PHI","MIN","O","Knee","",""
"16973-14496","PG","Ricky","","Rubio","24.81999969482422","5","6600","PHI@MIN","MIN","PHI","","","",""
"16973-12351","PF","Derrick","","Favors","21.990908536044035","11","6500","CHI@UTA","UTA","CHI","O","Knee","",""
"16973-9585","SG","Dwyane","","Wade","29.290910200639203","11","6500","CHI@UTA","CHI","UTA","","","",""
"16973-9673","PG","Goran","","Dragic","28.957142421177455","7","6500","MIL@MIA","MIA","MIL","GTD","Ankle","",""
"16973-40203","C","Rudy","","Gobert","27.71666717529297","12","6400","CHI@UTA","UTA","CHI","","","",""
"16973-42550","PF","Jabari","","Parker","31.079998779296876","10","6400","MIL@MIA","MIL","MIA","","","",""
"16973-9661","C","Marcin","","Gortat","29.670001220703124","10","6400","NY@WAS","WAS","NY","","","",""
"16973-9703","PG","George","","Hill","32.785714285714285","7","6300","CHI@UTA","UTA","CHI","O","Thumb","",""
"16973-40783","SG","Zach","","LaVine","28.155554877387154","9","6100","PHI@MIN","MIN","PHI","","","",""
"16973-15628","SF","Otto","","Porter","31.26000061035156","10","6000","NY@WAS","WAS","NY","","","",""
"16973-14511","PF","Markieff","","Morris","27.45","10","5900","NY@WAS","WAS","NY","","","",""
"16973-9475","PG","Derrick","","Rose","25.71818126331676","11","5700","NY@WAS","NY","WAS","","","",""
"16973-49111","C","Joel","","Embiid","29.957142421177455","7","5600","PHI@MIN","PHI","MIN","","","",""
"16973-9481","PF","Taj","","Gibson","25.94545399058949","11","5500","CHI@UTA","CHI","UTA","","","",""
"16973-12337","C","Greg","","Monroe","24.58000030517578","10","5500","MIL@MIA","MIL","MIA","","","",""
"16973-9455","PG","Rajon","","Rondo","24.45","10","5500","CHI@UTA","CHI","UTA","GTD","Ankle","",""
"16973-15771","PF","Gorgui","","Dieng","25.310000610351562","10","5400","PHI@MIN","MIN","PHI","","","",""
"16973-15904","SG","Rodney","","Hood","26.73636419122869","11","5300","CHI@UTA","UTA","CHI","","","",""
"16973-9538","SF","Trevor","","Ariza","25.66363525390625","11","5300","POR@HOU","HOU","POR","","","",""
"16973-15595","SG","Bradley","","Beal","24.071428571428573","7","5300","NY@WAS","WAS","NY","GTD","Hamstring","",""
"16973-9556","SG","Eric","","Gordon","23.78181873668324","11","5200","POR@HOU","HOU","POR","","","",""
"16973-15590","C","Mason","","Plumlee","24.75","12","5100","POR@HOU","POR","HOU","","","",""
"16973-55059","C","Clint","","Capela","24.472728382457387","11","5000","POR@HOU","HOU","POR","","","",""
"16973-9772","PF","Ryan","","Anderson","21.3545448996804","11","5000","POR@HOU","HOU","POR","","","",""
"16973-18600","PG","Tyler","","Johnson","24.65","10","5000","MIL@MIA","MIA","MIL","","","",""
"16973-58084","SF","Justise","","Winslow","25.433332655164932","9","5000","MIL@MIA","MIA","MIL","O","Wrist","",""
"16973-71420","PG","Sergio","","Rodriguez","23.618180708451703","11","5000","PHI@MIN","PHI","MIN","","","",""
"16973-20491","SF","Robert","","Covington","18.699999722567473","11","4600","PHI@MIN","PHI","MIN","","","",""
"16973-16178","SF","Maurice","","Harkless","20.983333587646484","12","4600","POR@HOU","POR","HOU","","","",""
"16973-9873","C","Robin","","Lopez","21.44545399058949","11","4600","CHI@UTA","CHI","UTA","","","",""
"16973-12474","PG","Patrick","","Beverley","21.270421847491196","71","4600","POR@HOU","HOU","POR","","","",""
"16973-58083","C","Jahlil","","Okafor","19.08000030517578","10","4600","PHI@MIN","PHI","MIN","","","",""
"16973-9483","C","Joakim","","Noah","23.09090909090909","11","4500","NY@WAS","NY","WAS","","","",""
"16973-12342","PF","Al-Farouq","","Aminu","20.012500762939453","8","4500","POR@HOU","POR","HOU","O","Calf","",""
"16973-16220","SG","Dion","","Waiters","21.2","10","4500","MIL@MIA","MIA","MIL","","","",""
"16973-14510","SG","Alec","","Burks","20.332257670740926","31","4500","CHI@UTA","UTA","CHI","O","Ankle","",""
"16973-20064","PG","Matthew","","Dellavedova","20.939999389648438","10","4300","MIL@MIA","MIL","MIA","","","",""
"16973-16233","SG","Josh","","Richardson","17.633333841959637","6","4300","MIL@MIA","MIA","MIL","","","",""
"16973-16201","PG","Michael","","Carter-Williams","12.266666412353516","3","4200","CHI@UTA","CHI","UTA","O","Knee","",""
"16973-14522","PF","Nikola","","Mirotic","19.327273282137785","11","4200","CHI@UTA","CHI","UTA","","","",""
"16973-55056","PF","Dario","","Saric","19.71818126331676","11","4100","PHI@MIN","PHI","MIN","","","",""
"16973-15952","C","John","","Henson","12.755555894639757","9","4000","MIL@MIA","MIL","MIA","","","",""
"16973-58461","PF","Trey","","Lyles","16","12","4000","CHI@UTA","UTA","CHI","","","",""
"16973-9593","PG","Brandon","","Jennings","16.172726717862215","11","4000","NY@WAS","NY","WAS","","","",""
"16973-15996","PG","Jerian","","Grant","12.666666666666666","6","4000","CHI@UTA","CHI","UTA","","","",""
"16973-14533","PG","Shelvin","","Mack","14.808333079020182","12","4000","CHI@UTA","UTA","CHI","","","",""
"16973-9951","SG","Gerald","","Henderson","17.39090936834162","11","4000","PHI@MIN","PHI","MIN","","","",""
"16973-12359","SF","Evan","","Turner","15.716667175292969","12","3900","POR@HOU","POR","HOU","","","",""
"16973-12368","PF","Nemanja","","Bjelica","13.739999389648437","10","3900","PHI@MIN","MIN","PHI","","","",""
"16973-9598","PF","Ersan","","Ilyasova","18.300000277432527","11","3900","PHI@MIN","PHI","MIN","","","",""
"16973-14500","PF","Derrick","","Williams","9.600000381469727","4","3900","MIL@MIA","MIA","MIL","","","",""
"16973-58661","SG","Rashad","","Vaughn","11.024999618530273","8","3800","MIL@MIA","MIL","MIA","","","",""
"16973-15501","SG","Allen","","Crabbe","16.983333587646484","12","3800","POR@HOU","POR","HOU","","","",""
"16973-9966","SF","James","","Johnson","17.51000061035156","10","3800","MIL@MIA","MIA","MIL","","","",""
"16973-23097","SG","Tomas","","Satoransky","11.35","10","3700","NY@WAS","WAS","NY","","","",""
"16973-9587","SF","Michael","","Beasley","11.669999694824218","10","3700","MIL@MIA","MIL","MIA","","","",""
"16973-23447","PF","Richaun","","Holmes","16.58000030517578","10","3700","PHI@MIN","PHI","MIN","","","",""
"16973-59318","SF","Joe","","Ingles","9.833333333333334","12","3700","CHI@UTA","UTA","CHI","","","",""
"16973-18393","PG","T.J.","","McConnell","13.745454268022018","11","3700","PHI@MIN","PHI","MIN","","","",""
"16973-16604","SG","Justin","","Holiday","11.69999972256747","11","3700","NY@WAS","NY","WAS","","","",""
"16973-58081","PG","Tyus","","Jones","16.7000002179827","7","3700","PHI@MIN","MIN","PHI","","","",""
