"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16731-9453","C","Al","Horford","32.08414515053354","82","7000","BKN@BOS","BOS","BKN","","","",""
"16731-9577","SF","Rudy","Gay","29.9","70","6900","SAC@PHO","SAC","PHO","","","",""
"16731-9673","PG","Goran","Dragic","27.359722561306423","72","6900","MIA@ORL","MIA","ORL","","","",""
"16731-9772","PF","Ryan","Anderson","26.475757945667613","66","6800","HOU@LAL","HOU","LAL","","","",""
"16731-23825","PF","Nerlens","Noel","27.719402256296643","67","6800","OKC@PHI","PHI","OKC","O","Knee","",""
"16731-9575","PG","Mike","Conley","29.442858014787948","56","6800","MIN@MEM","MEM","MIN","","","",""
"16731-9500","PF","Dirk","Nowitzki","30.410667317708334","75","6700","DAL@IND","DAL","IND","","","",""
"16731-49116","SF","Andrew","Wiggins","28.88642035590278","81","6600","MIN@MEM","MIN","MEM","","","",""
"16731-9666","PF","Thaddeus","Young","30.95479385166952","73","6600","DAL@IND","IND","DAL","","","",""
"16731-58312","PG","D'Angelo","Russell","22.44250030517578","80","6500","HOU@LAL","LAL","HOU","","","",""
"16731-14496","PG","Ricky","Rubio","30.167104620682565","76","6500","MIN@MEM","MIN","MEM","","","",""
"16731-58253","C","Myles","Turner","20.565000406901042","60","6400","DAL@IND","IND","DAL","","","",""
"16731-14537","SF","Chandler","Parsons","24.147540983606557","61","6400","MIN@MEM","MEM","MIN","O","Knee","",""
"16731-12511","PG","Ish","Smith","27.792207792207794","77","6400","DET@TOR","DET","TOR","","","",""
"16731-58083","C","Jahlil","Okafor","28.5867919921875","53","6300","OKC@PHI","PHI","OKC","","","",""
"16731-14518","PF","Tobias","Harris","27.44999935752467","76","6300","DET@TOR","DET","TOR","","","",""
"16731-42669","PF","Julius","Randle","26.493827160493826","81","6300","HOU@LAL","LAL","HOU","","","",""
"16731-55062","PF","Nikola","Jokic","23.79375","80","6300","DEN@NO","DEN","NO","","","",""
"16731-12443","PG","Jeremy","Lin","20.764102251101765","78","6300","BKN@BOS","BKN","BOS","","","",""
"16731-9809","SG","Nicolas","Batum","31.072858537946427","70","6200","CHA@MIL","CHA","MIL","","","",""
"16731-9446","PG","Jeff","Teague","28.17215313488924","79","6200","DAL@IND","IND","DAL","","","",""
"16731-58460","SG","Devin","Booker","20.268421373869245","76","6200","SAC@PHO","PHO","SAC","","","",""
"16731-42550","PF","Jabari","Parker","23.930262515419408","76","6100","CHA@MIL","MIL","CHA","","","",""
"16731-15814","C","Alex","Len","20.721795497796474","78","6000","SAC@PHO","PHO","SAC","","","",""
"16731-14506","SG","Brandon","Knight","31.55576970027043","52","6000","SAC@PHO","PHO","SAC","","","",""
"16731-9722","PG","Deron","Williams","26.39538386418269","65","6000","DAL@IND","DAL","IND","","","",""
"16731-19138","PG","Elfrid","Payton","25.146574673587327","73","5900","MIA@ORL","ORL","MIA","","","",""
"16731-9579","PF","Zach","Randolph","27.8647066004136","68","5900","MIN@MEM","MEM","MIN","","","",""
"16731-20491","SF","Robert","Covington","24.67612013176306","67","5900","OKC@PHI","PHI","OKC","GTD","Ankle","",""
"16731-63124","PG","Emmanuel","Mudiay","24.873529770795038","68","5800","DEN@NO","DEN","NO","","","",""
"16731-23096","SG","Evan","Fournier","23.61392405063291","79","5800","MIA@ORL","ORL","MIA","","","",""
"16731-12337","C","Greg","Monroe","31.160758875593356","79","5800","CHA@MIL","MIL","CHA","","","",""
"16731-20640","SG","Jordan","Clarkson","24.648100647745252","79","5700","HOU@LAL","LAL","HOU","","","",""
"16731-14503","C","Jonas","Valanciunas","26.89333292643229","60","5700","DET@TOR","TOR","DET","","","",""
"16731-41594","SF","Aaron","Gordon","21.49871826171875","78","5600","MIA@ORL","ORL","MIA","","","",""
"16731-9479","SF","Luol","Deng","24.01891924883868","74","5600","HOU@LAL","LAL","HOU","","","",""
"16731-14512","SF","Marcus","Morris","24.466250610351562","80","5600","DET@TOR","DET","TOR","","","",""
"16731-12334","SG","Avery","Bradley","23.93421052631579","76","5600","BKN@BOS","BOS","BKN","","","",""
"16731-15800","SF","Jae","Crowder","26.371232542273116","73","5500","BKN@BOS","BOS","BKN","","","",""
"16731-15771","PF","Gorgui","Dieng","24.174390839367376","82","5500","MIN@MEM","MIN","MEM","","","",""
"16731-15636","SG","Kentavious","Caldwell-Pope","23.69210494192023","76","5500","DET@TOR","DET","TOR","","","",""
"16731-9526","SG","Monta","Ellis","27.054319782021604","81","5500","DAL@IND","IND","DAL","","","",""
"16731-14521","PF","Kenneth","Faried","26.025372405550375","67","5500","DEN@NO","DEN","NO","","","",""
"16731-9538","SF","Trevor","Ariza","24.78024631076389","81","5500","HOU@LAL","HOU","LAL","","","",""
"16731-40783","SG","Zach","LaVine","22.192683522294207","82","5500","MIN@MEM","MIN","MEM","","","",""
"16731-9636","SF","Wilson","Chandler","0","0","5500","DEN@NO","DEN","NO","","","",""
"16731-15758","SF","Michael","Kidd-Gilchrist","22.928571428571427","7","5400","CHA@MIL","CHA","MIL","","","",""
"16731-23823","PF","Willie","Cauley-Stein","17.013636733546402","66","5400","SAC@PHO","SAC","PHO","","","",""
"16731-23831","SF","Jerami","Grant","21.236363002232142","77","5200","OKC@PHI","PHI","OKC","","","",""
"16731-23670","PG","Marcus","Smart","21","61","5200","BKN@BOS","BOS","BKN","O","Ankle","",""
"16731-9556","SG","Eric","Gordon","22.828889973958333","45","5200","HOU@LAL","HOU","LAL","","","",""
"16731-9964","PG","Ty","Lawson","13.598484848484848","66","5100","SAC@PHO","SAC","PHO","","","",""
"16731-17333","SG","Will","Barton","26.090242711509145","82","5100","DEN@NO","DEN","NO","","","",""
"16731-14516","PF","Enes","Kanter","23.03048780487805","82","5100","OKC@PHI","OKC","PHI","","","",""
"16731-23407","SF","P.J.","Tucker","20.401219809927593","82","5000","SAC@PHO","PHO","SAC","","","",""
"16731-9862","PF","Amir","Johnson","19.829113924050635","79","5000","BKN@BOS","BOS","BKN","","","",""
"16731-9451","PF","Marvin","Williams","24.012345679012345","81","5000","CHA@MIL","CHA","MIL","","","",""
"16731-9473","C","Tyson","Chandler","20.086362896543562","66","5000","SAC@PHO","PHO","SAC","","","",""
"16731-18393","PG","T.J.","McConnell","17.450617283950617","81","5000","OKC@PHI","PHI","OKC","","","",""
"16731-14505","C","Bismack","Biyombo","18.49390243902439","82","5000","MIA@ORL","ORL","MIA","O","Suspension","",""
"16731-16071","PG","Tim","Frazier","12.568627450980392","51","5000","DEN@NO","NO","DEN","","","",""
"16731-14500","PF","Derrick","Williams","15.383749389648438","80","5000","MIA@ORL","MIA","ORL","","","",""
"16731-15405","PF","JaMychal","Green","15.398717635717148","78","5000","MIN@MEM","MEM","MIN","","","",""
"16731-71420","PG","Sergio ","Rodriguez","0","0","5000","OKC@PHI","PHI","OKC","","","",""
"16731-24544","SG","Gary","Harris","20.375","76","4900","DEN@NO","DEN","NO","O","Groin","",""
"16731-9648","SF","Jeff","Green","20.592500305175783","80","4900","MIA@ORL","ORL","MIA","","","",""
"16731-55056","PF","Dario","Saric","0","0","4900","OKC@PHI","PHI","OKC","","","",""
"16731-9799","SG","Wesley","Matthews","20.526922763922276","78","4800","DAL@IND","DAL","IND","","","",""
"16731-9957","PF","Serge","Ibaka","25.41025641025641","78","4800","MIA@ORL","ORL","MIA","","","",""
"16731-12350","PF","Trevor","Booker","15.827848410304588","79","4800","BKN@BOS","BKN","BOS","","","",""
"16731-15946","SF","Harrison","Barnes","20.96212121212121","66","4800","DAL@IND","DAL","IND","","","",""
"16731-9787","SF","DeMarre","Carroll","20.81538508488582","26","4700","DET@TOR","TOR","DET","","","",""
"16731-59358","PF","Domantas","Sabonis","0","0","4700","OKC@PHI","OKC","PHI","","","",""
"16731-58084","SF","Justise","Winslow","16.103845840845352","78","4700","MIA@ORL","MIA","ORL","","","",""
"16731-9495","PG","J.J.","Barea","18.71486519478463","74","4700","DAL@IND","DAL","IND","GTD","Elbow","",""
"16731-49111","C","Joel","Embiid","0","0","4700","OKC@PHI","PHI","OKC","","","",""
"16731-23169","C","Steven","Adams","19.29875030517578","80","4700","OKC@PHI","OKC","PHI","","","",""
"16731-15788","C","Justin","Hamilton","0","0","4600","BKN@BOS","BKN","BOS","","","",""
"16731-9962","PF","Jonas","Jerebko","10.443589430588942","78","4600","BKN@BOS","BOS","BKN","","","",""
"16731-15691","C","Cody","Zeller","20.050684262628426","73","4600","CHA@MIL","CHA","MIL","","","",""
"16731-9662","SG","Lou","Williams","22.94776119402985","67","4600","HOU@LAL","LAL","HOU","","","",""
"16731-55057","C","Jusuf","Nurkic","19.149999618530273","32","4600","DEN@NO","DEN","NO","","","",""
"16731-12474","PG","Patrick","Beverley","21.270421847491196","71","4600","HOU@LAL","HOU","LAL","O","Knee","",""
"16731-20064","PG","Matthew","Dellavedova","16.531579268606084","76","4500","CHA@MIL","MIL","CHA","","","",""
"16731-9804","C","Alexis","Ajinca","13.199999793101165","59","4500","DEN@NO","NO","DEN","","","",""
"16731-16220","SG","Dion","Waiters","16.761538774539265","78","4500","MIA@ORL","MIA","ORL","","","",""
"16731-23665","SG","Buddy","Hield","0","0","4500","DEN@NO","NO","DEN","","","",""
"16731-14554","SG","E'Twaun","Moore","13.696609755693856","59","4500","DEN@NO","NO","DEN","","","",""
"16731-23120","SF","T.J.","Warren","17.6893622215758","47","4500","SAC@PHO","PHO","SAC","","","",""
"16731-9609","C","Al","Jefferson","24.174467046210108","47","4500","DAL@IND","IND","DAL","","","",""
"16731-9960","PF","Omri","Casspi","21.76086956521739","69","4400","SAC@PHO","SAC","PHO","","","",""
"16731-63123","SG","Mario","Hezonja","10.983544458316851","79","4300","MIA@ORL","ORL","MIA","","","",""
"16731-9458","SG","Tony","Allen","18.318750381469727","64","4300","MIN@MEM","MEM","MIN","O","Knee","",""
"16731-15417","SF","Solomon","Hill","10.062712071305615","59","4300","DEN@NO","NO","DEN","","","",""
"16731-23802","PG","Kris","Dunn","0","0","4300","MIN@MEM","MIN","MEM","","","",""
"16731-9652","PG","Jameer","Nelson","18.397435897435898","39","4300","DEN@NO","DEN","NO","","","",""
"16731-9657","SF","Matt","Barnes","21.767105905633223","76","4300","SAC@PHO","SAC","PHO","GTD","Ribs","",""
"16731-42148","SF","Rondae","Hollis-Jefferson","17.25172371699892","29","4300","BKN@BOS","BKN","BOS","","","",""
"16731-15757","PF","Terrence","Jones","16.434000244140623","50","4200","DEN@NO","NO","DEN","","","",""
"16731-15631","SG","Hollis","Thompson","16.614286348417206","77","4200","OKC@PHI","PHI","OKC","","","",""
"16731-58661","SG","Rashad","Vaughn","6.351428658621652","70","4200","CHA@MIL","MIL","CHA","","","",""
"16731-18600","PG","Tyler","Johnson","16.48611111111111","36","4200","MIA@ORL","MIA","ORL","","","",""
"16731-67707","PF","Marquese","Chriss","0","0","4200","SAC@PHO","PHO","SAC","","","",""
"16731-9951","SG","Gerald","Henderson","14.429167005750868","72","4200","OKC@PHI","PHI","OKC","","","",""
"16731-12368","PF","Nemanja","Bjelica","12.191666666666666","60","4200","MIN@MEM","MIN","MEM","","","",""
"16731-12369","SF","Lance","Stephenson","15.218840225883152","69","4200","DEN@NO","NO","DEN","","","",""
"16731-9598","PF","Ersan","Ilyasova","19.59594561602618","74","4200","OKC@PHI","OKC","PHI","","","",""
"16731-55059","C","Clint","Capela","18.79610453023539","77","4200","HOU@LAL","HOU","LAL","","","",""
"16731-9677","PF","Jared","Dudley","16.570369767554013","81","4200","SAC@PHO","PHO","SAC","","","",""
"16731-15730","PF","Thomas","Robinson","12.504225180182658","71","4100","HOU@LAL","LAL","HOU","","","",""
"16731-9512","C","Nene","Hilario","18.689474540844298","57","4100","HOU@LAL","HOU","LAL","","","",""
"16731-14530","SF","Bojan","Bogdanovic","16.38607594936709","79","4100","BKN@BOS","BKN","BOS","","","",""
"16731-9542","PF","Luis","Scola","16.769736842105264","76","4100","BKN@BOS","BKN","BOS","","","",""
"16731-17230","PG","Langston","Galloway","17.29390214129192","82","4100","DEN@NO","NO","DEN","","","",""
"16731-9778","PF","Josh","McRoberts","9.94047619047619","42","4000","MIA@ORL","MIA","ORL","O","Foot","",""
"16731-9733","SG","Randy","Foye","11.743210027247299","81","4000","BKN@BOS","BKN","BOS","O","Hamstring","",""
"16731-66048","SF","Brandon","Ingram","0","0","4000","HOU@LAL","LAL","HOU","","","",""
"16731-58247","PG","Isaiah","Whitehead","0","0","4000","BKN@BOS","BKN","BOS","","","",""
"16731-17491","SF","James","Ennis","11.995454268022018","22","4000","MIN@MEM","MEM","MIN","","","",""
"16731-14539","PF","Jon","Leuer","17.66567127740205","67","4000","DET@TOR","DET","TOR","","","",""
"16731-15583","SG","Seth","Curry","11.034090909090908","44","4000","DAL@IND","DAL","IND","","","",""
"16731-15559","SG","Jeremy","Lamb","16.548484108664773","66","4000","CHA@MIL","CHA","MIL","","","",""
"16731-9601","C","Andrew","Bogut","20.2028564453125","70","4000","DAL@IND","DAL","IND","","","",""
"16731-23178","SF","Mirza","Teletovic","18.789873726760284","79","4000","CHA@MIL","MIL","CHA","","","",""
"16731-9605","PG","Ramon","Sessions","17.11951279058689","82","4000","CHA@MIL","CHA","MIL","","","",""
"16731-23744","SF","Justin","Anderson","8.638181929154829","55","4000","DAL@IND","DAL","IND","","","",""
"16731-70819","PF","Dragan","Bender","0","0","4000","SAC@PHO","PHO","SAC","","","",""
"16731-23717","SF","Shabazz","Muhammad","15.285366151391006","82","4000","MIN@MEM","MIN","MEM","","","",""
"16731-40206","SG","Alex","Abrines","0","0","4000","OKC@PHI","OKC","PHI","","","",""
"16731-17517","SF","Tony","Snell","10.707812309265137","64","3900","CHA@MIL","MIL","CHA","GTD","Ankle","",""
"16731-16448","PF","Frank","Kaminsky","15.514814211998457","81","3900","CHA@MIL","CHA","MIL","O","Foot","",""
"16731-16233","SG","Josh","Richardson","12.805769700270433","52","3900","MIA@ORL","MIA","ORL","O","Knee","",""
"16731-9940","SF","Dante","Cunningham","12.396250152587891","80","3900","DEN@NO","NO","DEN","","","",""
"16731-15548","SF","Andre","Roberson","12.35","70","3900","OKC@PHI","OKC","PHI","","","",""
"16731-15520","SG","Sean","Kilpatrick","14.603226200226814","31","3900","BKN@BOS","BKN","BOS","","","",""
"16731-9514","SG","Rodney","Stuckey","16.262069175983296","58","3900","DAL@IND","IND","DAL","","","",""
"16731-9507","SG","Arron","Afflalo","20.192957058758804","71","3900","SAC@PHO","SAC","PHO","","","",""
"16731-15591","C","Miles","Plumlee","11.777049580558401","61","3900","CHA@MIL","MIL","CHA","","","",""
"16731-12344","PG","Greivis","Vasquez","13.039130169412363","23","3900","BKN@BOS","BKN","BOS","","","",""
"16731-9587","SF","Michael","Beasley","20.63000030517578","20","3900","CHA@MIL","MIL","CHA","","","",""
"16731-9580","PF","Darrell","Arthur","16.55142822265625","70","3900","DEN@NO","DEN","NO","O","Knee","",""
"16731-20992","PF","Larry","Nance Jr.","14.323809911334326","63","3900","HOU@LAL","LAL","HOU","","","",""
"16731-9654","SF","Vince","Carter","12.120000203450521","60","3900","MIN@MEM","MEM","MIN","GTD","Knee","",""
"16731-12424","C","Timofey","Mozgov","13.38289441560444","76","3900","HOU@LAL","LAL","HOU","","","",""
"16731-42689","PG","Tyler","Ennis","9.695652173913043","46","3900","HOU@LAL","HOU","LAL","","","",""
"16731-58490","PG","Wade","Baldwin IV","0","0","3900","MIN@MEM","MEM","MIN","","","",""
"16731-34615","C","Willie","Reed","10.24102548452524","39","3800","MIA@ORL","MIA","ORL","","","",""
"16731-9849","SG","Gerald","Green","13.936231530230978","69","3800","BKN@BOS","BOS","BKN","","","",""
"16731-16196","PF","Dwight","Powell","12.64637645776721","69","3800","DAL@IND","DAL","IND","","","",""
"16731-9966","SF","James","Johnson","10.678947582579495","57","3800","MIA@ORL","MIA","ORL","","","",""
"16731-12354","C","Cole","Aldrich","15.243332926432291","60","3800","MIN@MEM","MIN","MEM","","","",""
"16731-14549","PF","Lavoy","Allen","14.149367706685126","79","3800","DAL@IND","IND","DAL","","","",""
"16731-42662","SF","Troy","Williams","0","0","3800","MIN@MEM","MEM","MIN","","","",""
"16731-9606","SF","Corey","Brewer","13.662195717416159","82","3800","HOU@LAL","HOU","LAL","","","",""
"16731-11074","PG","Garrett","Temple","14.455000305175782","80","3800","SAC@PHO","SAC","PHO","","","",""
"16731-15961","C","Tyler","Zeller","10.651666259765625","60","3800","BKN@BOS","BOS","BKN","","","",""
"16731-58463","PG","Tyler","Ulis","0","0","3800","SAC@PHO","PHO","SAC","","","",""
"16731-9712","PG","Jose","Calderon","18.316667344835068","72","3800","HOU@LAL","LAL","HOU","O","Calf","",""
"16731-9725","SF","C.J.","Miles","17.9921875","64","3800","DAL@IND","IND","DAL","","","",""
"16731-40209","C","Joffrey","Lauvergne","15.23728813559322","59","3800","OKC@PHI","OKC","PHI","","","",""
"16731-12340","PF","Patrick","Patterson","15.151898734177216","79","3700","DET@TOR","TOR","DET","","","",""
"16731-23801","SG","Nik","Stauskas","14.782191446382706","73","3700","OKC@PHI","PHI","OKC","","","",""
"16731-15952","PF","John","Henson","16.371930038719846","57","3700","CHA@MIL","MIL","CHA","","","",""
"16731-15469","PF","Quincy","Acy","11.052541959083687","59","3700","DAL@IND","DAL","IND","","","",""
"16731-12423","C","Omer","Asik","12.22941140567555","68","3700","DEN@NO","NO","DEN","","","",""
"16731-9731","C","Kosta","Koufos","16.103845840845352","78","3600","SAC@PHO","SAC","PHO","","","",""
"16731-15727","SG","Ben","McLemore","12.54852923224954","68","3600","SAC@PHO","SAC","PHO","","","",""
"16731-9613","PG","Devin","Harris","14.212499618530273","64","3600","DAL@IND","DAL","IND","O","Toe","",""
"16731-66108","PG","Jamal","Murray","0","0","3500","DEN@NO","DEN","NO","","","",""
"16731-66109","PF","Skal","Labissiere","0","0","3500","SAC@PHO","SAC","PHO","","","",""
"16731-9786","PG","John","Lucas III","0","0","3500","MIN@MEM","MIN","MEM","","","",""
"16731-23920","PF","Anthony","Bennett","3.2421051828484786","19","3500","BKN@BOS","BKN","BOS","","","",""
"16731-58350","SF","Stanley","Johnson","15.852054125642123","73","3500","DET@TOR","DET","TOR","","","",""
"16731-66091","PF","Cheick","Diallo","0","0","3500","DEN@NO","NO","DEN","","","",""
"16731-15744","SG","Rodney","McGruder","0","0","3500","MIA@ORL","MIA","ORL","","","",""
"16731-16293","SG","Norman","Powell","10.667347187898597","49","3500","DET@TOR","TOR","DET","","","",""
"16731-66064","SG","Malik","Beasley","0","0","3500","DEN@NO","DEN","NO","","","",""
"16731-9737","SG","Nick","Young","10.914815266927084","54","3500","HOU@LAL","LAL","HOU","","","",""
"16731-9734","SF","Mike","Miller","4.3319150234790555","47","3500","DEN@NO","DEN","NO","","","",""
"16731-15767","PF","Kyle","Wiltjer","0","0","3500","HOU@LAL","HOU","LAL","","","",""
"16731-9752","PF","Jordan","Hill","18.776711659888697","73","3500","MIN@MEM","MIN","MEM","","","",""
"16731-17542","C","Alan","Williams","9.40999984741211","10","3500","SAC@PHO","PHO","SAC","","","",""
"16731-37931","C","Aron","Baynes","13.954321590470679","81","3500","DET@TOR","DET","TOR","","","",""
"16731-64017","C","Salah","Mejri","10.252941355985755","34","3500","DAL@IND","DAL","IND","","","",""
"16731-16335","SG","John","Jenkins","6.7418603231740555","43","3500","SAC@PHO","PHO","SAC","","","",""
"16731-16348","SG","Darrun","Hilliard","6.473684210526316","38","3500","DET@TOR","DET","TOR","","","",""
"16731-15864","PF","Adreian","Payne","6.30576911339393","52","3500","MIN@MEM","MIN","MEM","","","",""
"16731-71469","SG","Nicolas","Brussino","0","0","3500","DAL@IND","DAL","IND","","","",""
"16731-66129","PF","Deyonta","Davis","0","0","3500","MIN@MEM","MEM","MIN","","","",""
"16731-16359","PG","Malcolm","Brogdon","0","0","3500","CHA@MIL","MIL","CHA","","","",""
"16731-55376","SF","Damjan","Rudez","3.3484848484848486","33","3500","MIA@ORL","ORL","MIA","","","",""
"16731-16363","SG","Joe","Harris","1.7200000762939454","5","3500","BKN@BOS","BKN","BOS","","","",""
"16731-41269","PG","Demetrius","Jackson","0","0","3500","BKN@BOS","BOS","BKN","","","",""
"16731-16376","SF","Dorian","Finney-Smith","0","0","3500","DAL@IND","DAL","IND","","","",""
"16731-9895","SF","Steve","Novak","2.9","10","3500","CHA@MIL","MIL","CHA","","","",""
"16731-16405","SF","Terrence","Ross","15.60958904109589","73","3500","DET@TOR","TOR","DET","","","",""
"16731-23447","PF","Richaun","Holmes","11.46078431372549","51","3500","OKC@PHI","PHI","OKC","","","",""
"16731-16411","SG","C.J.","Wilcox","5.278260935907778","23","3500","MIA@ORL","ORL","MIA","","","",""
"16731-66203","SG","Malachi","Richardson","0","0","3500","SAC@PHO","SAC","PHO","","","",""
"16731-16191","SF","Josh","Huestis","5.8","5","3500","OKC@PHI","OKC","PHI","","","",""
"16731-16925","PF","Jarnell","Stokes","2.1857143129621233","7","3500","DEN@NO","DEN","NO","","","",""
"16731-16202","C","Rakeem","Christmas","5.199999809265137","1","3500","DAL@IND","IND","DAL","","","",""
"16731-9956","SG","Wayne","Ellington","12.87894720780222","76","3500","MIA@ORL","MIA","ORL","O","Quadriceps","",""
"16731-9920","PF","Anthony","Tolliver","10.997222052680122","72","3500","SAC@PHO","SAC","PHO","","","",""
"16731-42488","PF","Arinze","Onuaku","0","0","3500","MIA@ORL","ORL","MIA","","","",""
"16731-9935","C","Brandan","Wright","14.466667175292969","12","3500","MIN@MEM","MEM","MIN","O","Ankle","",""
"16731-20806","SF","Treveon","Graham","0","0","3500","CHA@MIL","CHA","MIL","","","",""
"16731-20805","SG","Troy","Daniels","8.044185904569405","43","3500","MIN@MEM","MEM","MIN","GTD","Knee","",""
"16731-9466","PG","D.J.","Augustin","14.161290322580646","62","3500","MIA@ORL","ORL","MIA","","","",""
"16731-59483","PF","Chris","McCullough","11.33750025431315","24","3500","BKN@BOS","BKN","BOS","","","",""
"16731-9496","PG","Jason","Terry","10.181944105360243","72","3500","CHA@MIL","MIL","CHA","","","",""
"16731-58081","PG","Tyus","Jones","11.064864699904984","37","3500","MIN@MEM","MIN","MEM","","","",""
"16731-58505","C","Chinanu","Onuaku","0","0","3500","HOU@LAL","HOU","LAL","","","",""
"16731-60021","PF","Pascal","Siakam","0","0","3500","DET@TOR","TOR","DET","","","",""
"16731-17332","C","Tarik","Black","9.933333176832933","39","3500","HOU@LAL","LAL","HOU","","","",""
"16731-15532","SG","K.J.","McDaniels","4.416216051256335","37","3500","HOU@LAL","HOU","LAL","","","",""
"16731-9529","SG","Anthony","Morrow","7.755882711971507","68","3500","OKC@PHI","OKC","PHI","","","",""
"16731-9534","PG","Aaron","Brooks","12.756521916043932","69","3500","DAL@IND","IND","DAL","","","",""
"16731-41063","PF","Jordan","Mickey","3.6937499046325684","16","3500","BKN@BOS","BOS","BKN","","","",""
"16731-9525","PG","C.J.","Watson","11.481817996863162","33","3500","MIA@ORL","ORL","MIA","","","",""
"16731-74101","PG","Bobby","Brown","0","0","3500","HOU@LAL","HOU","LAL","","","",""
"16731-22541","C","Kelly","Olynyk","18.51739059669384","69","3500","BKN@BOS","BOS","BKN","O","Shoulder","",""
"16731-63826","C","Boban","Marjanovic","11.15370347764757","54","3500","DET@TOR","DET","TOR","","","",""
"16731-14532","SF","Kyle","Singler","7.0911766501034","68","3500","OKC@PHI","OKC","PHI","","","",""
"16731-14529","PG","Cory","Joseph","17.1","80","3500","DET@TOR","TOR","DET","GTD","Illness","",""
"16731-9553","C","Roy","Hibbert","16.16172809365355","81","3500","CHA@MIL","CHA","MIL","","","",""
"16731-12335","PF","Kevin","Seraphin","9.452083587646484","48","3500","DAL@IND","IND","DAL","","","",""
"16731-9549","SG","Brandon","Rush","9.1875","72","3500","MIN@MEM","MIN","MEM","","","",""
"16731-15585","SG","Michael","Gbinije","0","0","3500","DET@TOR","DET","TOR","","","",""
"16731-12349","SF","Luke","Babbitt","12.704254799700799","47","3500","MIA@ORL","MIA","ORL","","","",""
"16731-23156","SF","Georges","Niang","0","0","3500","DAL@IND","IND","DAL","","","",""
"16731-9589","PF","Udonis","Haslem","4.837837837837838","37","3500","MIA@ORL","MIA","ORL","","","",""
"16731-23148","PG","Semaj","Christon","0","0","3500","OKC@PHI","OKC","PHI","","","",""
"16731-9568","SF","Metta","World Peace","10.694285365513393","35","3500","HOU@LAL","LAL","HOU","","","",""
"16731-42671","SF","James","Young","2.8517240326980065","29","3500","BKN@BOS","BOS","BKN","","","",""
"16731-18828","SG","Joe","Young","7.524390243902439","41","3500","DAL@IND","IND","DAL","","","",""
"16731-42665","PG","Andrew","Harrison","0","0","3500","MIN@MEM","MEM","MIN","","","",""
"16731-42664","SG","Aaron","Harrison","2.238095238095238","21","3500","CHA@MIL","CHA","MIL","","","",""
"16731-23798","SF","Caris","LeVert","0","0","3500","BKN@BOS","BKN","BOS","O","Foot","",""
"16731-23800","SF","Glenn","Robinson III","7.235555691189236","45","3500","DAL@IND","IND","DAL","","","",""
"16731-58378","C","Jakob","Poeltl","0","0","3500","DET@TOR","TOR","DET","","","",""
"16731-23776","PF","Montrezl","Harrell","6.966666979667468","39","3500","HOU@LAL","HOU","LAL","","","",""
"16731-67026","SF","Jaylen","Brown","0","0","3500","BKN@BOS","BOS","BKN","","","",""
"16731-42677","PG","Terry","Rozier","5.07948733598758","39","3500","BKN@BOS","BOS","BKN","","","",""
"16731-9649","PF","Nick","Collison","7.088135800119174","59","3500","OKC@PHI","OKC","PHI","","","",""
