"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16754-15755","PF","Anthony","Davis","86.30000305175781","2","10800","NO@SA","NO","SA","","","",""
"16754-9488","SF","LeBron","James","43.650001525878906","2","9900","ORL@CLE","CLE","ORL","","","",""
"16754-12362","C","DeMarcus","Cousins","45.70000076293945","2","9800","MIN@SAC","SAC","MIN","","","",""
"16754-40199","SG","Giannis","Antetokounmpo","52.29999923706055","1","9500","BKN@MIL","MIL","BKN","","","",""
"16754-12341","SF","Paul","George","40.20000076293945","2","9200","IND@CHI","IND","CHI","","","",""
"16754-20848","PG","Damian","Lillard","48.150001525878906","2","9100","POR@DEN","POR","DEN","","","",""
"16754-58462","C","Karl-Anthony","Towns","35.29999923706055","1","8700","MIN@SAC","MIN","SAC","","","",""
"16754-14513","SF","Kawhi","Leonard","51.79999923706055","2","8400","NO@SA","SA","NO","","","",""
"16754-14528","SF","Jimmy","Butler","40.900001525878906","1","8200","IND@CHI","CHI","IND","","","",""
"16754-14559","PG","Isaiah","Thomas","40.150001525878906","2","8100","BOS@CHA","BOS","CHA","","","",""
"16754-14507","PG","Kemba","Walker","34.29999923706055","2","7900","BOS@CHA","CHA","BOS","","","",""
"16754-9663","PG","Jrue","Holiday","30.192307692307693","65","7900","NO@SA","NO","SA","O","Personal","",""
"16754-9508","SF","Carmelo","Anthony","27.5","1","7800","MEM@NY","NY","MEM","","","",""
"16754-14514","C","Nikola","Vucevic","35.29999923706055","2","7800","ORL@CLE","ORL","CLE","","","",""
"16754-9621","C","Brook","Lopez","20.25","2","7700","BKN@MIL","BKN","MIL","O","Rest","",""
"16754-9688","PF","LaMarcus","Aldridge","34.900001525878906","2","7600","NO@SA","SA","NO","","","",""
"16754-14498","PG","Kyrie","Irving","38.29999923706055","2","7500","ORL@CLE","CLE","ORL","","","",""
"16754-9455","PG","Rajon","Rondo","26.700000762939453","1","7400","IND@CHI","CHI","IND","","","",""
"16754-9581","C","Marc","Gasol","28.600000381469727","1","7200","MEM@NY","MEM","NY","","","",""
"16754-9874","PF","Kevin","Love","41.70000076293945","2","7100","ORL@CLE","CLE","ORL","","","",""
"16754-9585","SG","Dwyane","Wade","35.70000076293945","1","7100","IND@CHI","CHI","IND","","","",""
"16754-9577","SF","Rudy","Gay","34","2","7000","MIN@SAC","SAC","MIN","","","",""
"16754-9637","SF","Danilo","Gallinari","28.600000381469727","1","7000","POR@DEN","DEN","POR","","","",""
"16754-58253","C","Myles","Turner","45.95000076293945","2","6900","IND@CHI","IND","CHI","","","",""
"16754-9453","C","Al","Horford","29.950000762939453","2","6900","BOS@CHA","BOS","CHA","","","",""
"16754-63122","PF","Kristaps","Porzingis","28.399999618530273","1","6800","MEM@NY","NY","MEM","","","",""
"16754-19067","SG","C.J.","McCollum","28.850000381469727","2","6800","POR@DEN","POR","DEN","","","",""
"16754-9575","PG","Mike","Conley","31.200000762939453","1","6800","MEM@NY","MEM","NY","","","",""
"16754-9570","C","Pau","Gasol","12","2","6800","NO@SA","SA","NO","","","",""
"16754-49116","SF","Andrew","Wiggins","33.400001525878906","1","6600","MIN@SAC","MIN","SAC","","","",""
"16754-14537","SF","Chandler","Parsons","24.147540983606557","61","6400","MEM@NY","MEM","NY","O","Knee","",""
"16754-9446","PG","Jeff","Teague","27.25","2","6300","IND@CHI","IND","CHI","","","",""
"16754-14496","PG","Ricky","Rubio","18.799999237060547","1","6300","MIN@SAC","MIN","SAC","","","",""
"16754-9624","PG","Darren","Collison","23.59189255173142","74","6300","MIN@SAC","SAC","MIN","O","Suspension","",""
"16754-9809","SG","Nicolas","Batum","27.950000762939453","2","6200","BOS@CHA","CHA","BOS","","","",""
"16754-12443","PG","Jeremy","Lin","35.70000076293945","2","6200","BKN@MIL","BKN","MIL","","","",""
"16754-9526","SG","Monta","Ellis","30.149999618530273","2","6100","IND@CHI","IND","CHI","","","",""
"16754-42550","PF","Jabari","Parker","21.700000762939453","1","6000","BKN@MIL","MIL","BKN","","","",""
"16754-9579","PF","Zach","Randolph","31.700000762939453","1","6000","MEM@NY","MEM","NY","","","",""
"16754-55062","PF","Nikola","Jokic","12.399999618530273","1","6000","POR@DEN","DEN","POR","","","",""
"16754-9666","PF","Thaddeus","Young","30.049999237060547","2","6000","IND@CHI","IND","CHI","","","",""
"16754-19138","PG","Elfrid","Payton","28.649999618530273","2","5900","ORL@CLE","ORL","CLE","","","",""
"16754-9475","PG","Derrick","Rose","20.100000381469727","1","5900","MEM@NY","NY","MEM","","","",""
"16754-12337","C","Greg","Monroe","35.5","1","5900","BKN@MIL","MIL","BKN","","","",""
"16754-23096","SG","Evan","Fournier","25.100000381469727","2","5800","ORL@CLE","ORL","CLE","","","",""
"16754-12334","SG","Avery","Bradley","32.5","2","5800","BOS@CHA","BOS","CHA","","","",""
"16754-63124","PG","Emmanuel","Mudiay","19.899999618530273","1","5700","POR@DEN","DEN","POR","","","",""
"16754-15771","PF","Gorgui","Dieng","37.79999923706055","1","5700","MIN@SAC","MIN","SAC","","","",""
"16754-15800","SF","Jae","Crowder","28.850000381469727","2","5600","BOS@CHA","BOS","CHA","","","",""
"16754-15758","SF","Michael","Kidd-Gilchrist","31.649999618530273","2","5600","BOS@CHA","CHA","BOS","","","",""
"16754-9873","C","Robin","Lopez","18.100000381469727","1","5600","IND@CHI","CHI","IND","","","",""
"16754-41594","SF","Aaron","Gordon","28.5","2","5600","ORL@CLE","ORL","CLE","","","",""
"16754-40783","SG","Zach","LaVine","29.5","1","5600","MIN@SAC","MIN","SAC","","","",""
"16754-9957","PF","Serge","Ibaka","16.5","2","5500","ORL@CLE","ORL","CLE","","","",""
"16754-14521","PF","Kenneth","Faried","30.299999237060547","1","5500","POR@DEN","DEN","POR","","","",""
"16754-16178","SF","Maurice","Harkless","20.149999618530273","2","5400","POR@DEN","POR","DEN","","","",""
"16754-9481","PF","Taj","Gibson","29.5","1","5400","IND@CHI","CHI","IND","","","",""
