"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17051-15755","PF","Anthony","","Davis","53.07142857142857","14","11600","MIN@NO","NO","MIN","GTD","Knee","",""
"17051-9642","PG","Russell","","Westbrook","56.95333251953125","15","11600","OKC@SAC","OKC","SAC","","","",""
"17051-9644","SG","James","","Harden","54.16428484235491","14","11600","TOR@HOU","HOU","TOR","","","",""
"17051-12362","C","DeMarcus","","Cousins","45.035714285714285","14","10000","OKC@SAC","SAC","OKC","","","",""
"17051-9646","SF","Kevin","","Durant","47.464285714285715","14","9900","LAL@GS","GS","LAL","","","",""
"17051-9488","SF","LeBron","","James","46.44545399058949","11","9800","POR@CLE","CLE","POR","","","",""
"17051-9560","PF","Blake","","Griffin","41.71999918619792","15","9500","LAC@DAL","LAC","DAL","","","",""
"17051-9714","SG","DeMar","","DeRozan","42.899998256138396","14","9400","TOR@HOU","TOR","HOU","","","",""
"17051-9623","PG","Chris","","Paul","41.973331705729166","15","9300","LAC@DAL","LAC","DAL","","","",""
"17051-12363","C","Hassan","","Whiteside","43.80000187800481","13","9200","MIA@DET","MIA","DET","","","",""
"17051-20848","PG","Damian","","Lillard","39.306251525878906","16","9000","POR@CLE","POR","CLE","","","",""
"17051-9524","PG","Stephen","","Curry","39.82856968470982","14","8800","LAL@GS","GS","LAL","","","",""
"17051-58462","C","Karl-Anthony","","Towns","38.73076923076923","13","8700","MIN@NO","MIN","NO","","","",""
"17051-12341","SF","Paul","","George","36.3545448996804","11","8600","ATL@IND","IND","ATL","GTD","Ankle","",""
"17051-9535","PG","Kyle","","Lowry","38.350001743861604","14","8600","TOR@HOU","TOR","HOU","","","",""
"17051-14513","SF","Kawhi","","Leonard","40.5","14","8500","SA@CHA","SA","CHA","","","",""
"17051-14559","PG","Isaiah","","Thomas","38.785714285714285","14","8200","BOS@BKN","BOS","BKN","","","",""
"17051-15557","C","Andre","","Drummond","35.607142857142854","14","8100","MIA@DET","DET","MIA","","","",""
"17051-9660","C","Dwight","","Howard","35.36153940054086","13","8100","ATL@IND","ATL","IND","","","",""
"17051-15860","PF","Draymond","","Green","37.957144601004465","14","8000","LAL@GS","GS","LAL","","","",""
"17051-9663","PG","Jrue","","Holiday","34.199999491373696","3","7900","MIN@NO","NO","MIN","","","",""
"17051-14507","PG","Kemba","","Walker","39.58461350661058","13","7800","SA@CHA","CHA","SA","","","",""
"17051-9729","PF","Paul","","Millsap","34.22857230050223","14","7800","ATL@IND","ATL","IND","","","",""
"17051-9874","PF","Kevin","","Love","36.28333282470703","12","7800","POR@CLE","CLE","POR","","","",""
"17051-14498","PG","Kyrie","","Irving","35.25","12","7600","POR@CLE","CLE","POR","","","",""
"17051-12355","PG","Eric","","Bledsoe","32.14666748046875","15","7500","PHO@ORL","PHO","ORL","","","",""
"17051-19067","SG","C.J.","","McCollum","33.587501525878906","16","7500","POR@CLE","POR","CLE","","","",""
"17051-9621","C","Brook","","Lopez","31.46363691850142","11","7300","BOS@BKN","BKN","BOS","","","",""
"17051-14523","PG","Reggie","","Jackson","30.98227971716772","79","7200","MIA@DET","DET","MIA","O","Knee","",""
"17051-9453","C","Al","","Horford","35.320001220703126","5","7200","BOS@BKN","BOS","BKN","","","",""
"17051-9577","SF","Rudy","","Gay","34.20769324669471","13","7200","OKC@SAC","SAC","OKC","","","",""
"17051-12366","SF","Gordon","","Hayward","33.400000678168404","9","7100","DEN@UTA","UTA","DEN","","","",""
"17051-9575","PG","Mike","","Conley","33.63846059945914","13","7100","MEM@PHI","MEM","PHI","","","",""
"17051-9446","PG","Jeff","","Teague","31.64000040690104","15","7000","ATL@IND","IND","ATL","","","",""
"17051-9688","PF","LaMarcus","","Aldridge","30.71666717529297","12","6900","SA@CHA","SA","CHA","","","",""
"17051-9692","SG","Tyreke","","Evans","31.47199951171875","25","6900","MIN@NO","NO","MIN","O","Knee","",""
"17051-23825","PF","Nerlens","","Noel","27.719402256296643","67","6800","MEM@PHI","PHI","MEM","O","Knee","",""
"17051-9581","C","Marc","","Gasol","32.33076829176683","13","6800","MEM@PHI","MEM","PHI","","","",""
"17051-12334","SG","Avery","","Bradley","32.4000004359654","14","6700","BOS@BKN","BOS","BKN","","","",""
"17051-40203","C","Rudy","","Gobert","28.65999959309896","15","6700","DEN@UTA","UTA","DEN","","","",""
"17051-9673","PG","Goran","","Dragic","29.479998779296874","10","6700","MIA@DET","MIA","DET","","","",""
"17051-49116","SF","Andrew","","Wiggins","32.53076876126803","13","6700","MIN@NO","MIN","NO","","","",""
"17051-9561","C","DeAndre","","Jordan","28.94666748046875","15","6600","LAC@DAL","LAC","DAL","","","",""
"17051-12351","PF","Derrick","","Favors","21.990908536044035","11","6500","DEN@UTA","UTA","DEN","O","Knee","",""
"17051-9500","PF","Dirk","","Nowitzki","24.5","3","6500","LAC@DAL","DAL","LAC","GTD","Achilles","",""
"17051-42669","PF","Julius","","Randle","28.54666748046875","15","6500","LAL@GS","LAL","GS","GTD","Hip","",""
"17051-9809","SG","Nicolas","","Batum","30.96153846153846","13","6400","SA@CHA","CHA","SA","","","",""
"17051-12443","PG","Jeremy","","Lin","30.460000610351564","5","6300","BOS@BKN","BKN","BOS","O","Hamstring","",""
"17051-14514","C","Nikola","","Vucevic","28.457142421177455","14","6300","PHO@ORL","ORL","PHO","","","",""
"17051-9703","PG","George","","Hill","32.57142857142857","7","6300","DEN@UTA","UTA","DEN","GTD","Thumb","",""
"17051-9722","PG","Deron","","Williams","21.28333282470703","6","6300","LAC@DAL","DAL","LAC","O","Calf","",""
"17051-14496","PG","Ricky","","Rubio","23.100000381469727","8","6200","MIN@NO","MIN","NO","","","",""
"17051-14503","C","Jonas","","Valanciunas","28.691665649414062","12","6200","TOR@HOU","TOR","HOU","","","",""
"17051-58253","C","Myles","","Turner","29.942858014787948","14","6200","ATL@IND","IND","ATL","GTD","Ankle","",""
"17051-58460","SG","Devin","","Booker","26.50714329310826","14","6100","PHO@ORL","PHO","ORL","","","",""
"17051-9570","C","Pau","","Gasol","26.571428571428573","14","6100","SA@CHA","SA","CHA","","","",""
"17051-9624","PG","Darren","","Collison","24.46666717529297","6","6100","OKC@SAC","SAC","OKC","","","",""
"17051-63124","PG","Emmanuel","","Mudiay","26.58571515764509","14","6100","DEN@UTA","DEN","UTA","","","",""
"17051-58312","PG","D'Angelo","","Russell","27.638460599459133","13","6100","LAL@GS","LAL","GS","O","Knee","",""
"17051-14509","SG","Klay","","Thompson","26.978572300502233","14","6000","LAL@GS","GS","LAL","","","",""
"17051-14521","PF","Kenneth","","Faried","24.964285714285715","14","6000","DEN@UTA","DEN","UTA","","","",""
