"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16981-15755","PF","Anthony","","Davis","53.64545232599432","11","11400","POR@NO","NO","POR","GTD","Quadriceps","",""
"16981-9642","PG","Russell","","Westbrook","55.81666564941406","12","11400","BKN@OKC","OKC","BKN","","","",""
"16981-9488","SF","LeBron","","James","47.97999877929688","10","10100","DET@CLE","CLE","DET","","","",""
"16981-12362","C","DeMarcus","","Cousins","43.95000203450521","12","9800","LAC@SAC","SAC","LAC","","","",""
"16981-9646","SF","Kevin","","Durant","46.91817959872159","11","9700","GS@BOS","GS","BOS","","","",""
"16981-20848","PG","Damian","","Lillard","40.61538461538461","13","9600","POR@NO","POR","NO","","","",""
"16981-9623","PG","Chris","","Paul","41.949999491373696","12","9300","LAC@SAC","LAC","SAC","","","",""
"16981-9714","SG","DeMar","","DeRozan","44.68181818181818","11","9200","TOR@DEN","TOR","DEN","","","",""
"16981-9524","PG","Stephen","","Curry","40.81818181818182","11","9100","GS@BOS","GS","BOS","","","",""
"16981-9560","PF","Blake","","Griffin","39.86666615804037","12","8800","LAC@SAC","LAC","SAC","","","",""
"16981-12341","SF","Paul","","George","36.3545448996804","11","8600","PHO@IND","IND","PHO","","","",""
"16981-14507","PG","Kemba","","Walker","40.61000061035156","10","8500","ATL@CHA","CHA","ATL","","","",""
"16981-14513","SF","Kawhi","","Leonard","39.69166564941406","12","8500","SA@LAL","SA","LAL","","","",""
"16981-14559","PG","Isaiah","","Thomas","39.80909035422585","11","8300","GS@BOS","BOS","GS","","","",""
"16981-9535","PG","Kyle","","Lowry","37.736364191228695","11","8300","TOR@DEN","TOR","DEN","","","",""
"16981-15860","PF","Draymond","","Green","39.05454600941051","11","8200","GS@BOS","GS","BOS","","","",""
"16981-15557","C","Andre","","Drummond","35.94545399058949","11","8000","DET@CLE","DET","CLE","","","",""
"16981-9663","PG","Jrue","","Holiday","30.192307692307693","65","7900","POR@NO","NO","POR","","","",""
"16981-9874","PF","Kevin","","Love","37.1181807084517","11","7800","DET@CLE","CLE","DET","","","",""
"16981-9660","C","Dwight","","Howard","35.310000610351565","10","7700","ATL@CHA","ATL","CHA","","","",""
"16981-19067","SG","C.J.","","McCollum","33.33076829176683","13","7500","POR@NO","POR","NO","","","",""
"16981-9729","PF","Paul","","Millsap","33.28181873668324","11","7400","ATL@CHA","ATL","CHA","","","",""
"16981-14498","PG","Kyrie","","Irving","34.6454551003196","11","7400","DET@CLE","CLE","DET","","","",""
"16981-9577","SF","Rudy","","Gay","34.89090798117898","11","7300","LAC@SAC","SAC","LAC","","","",""
"16981-9621","C","Brook","","Lopez","30.566667344835068","9","7300","BKN@OKC","BKN","OKC","","","",""
"16981-12355","PG","Eric","","Bledsoe","31.566665649414062","12","7200","PHO@IND","PHO","IND","","","",""
"16981-14523","PG","Reggie","","Jackson","30.98227971716772","79","7200","DET@CLE","DET","CLE","O","Knee","",""
"16981-9575","PG","Mike","","Conley","34.48999938964844","10","7200","MEM@DAL","MEM","DAL","GTD","Quadriceps","",""
"16981-9581","C","Marc","","Gasol","33.8","10","7100","MEM@DAL","MEM","DAL","","","",""
"16981-9688","PF","LaMarcus","","Aldridge","29.76363580877131","11","7100","SA@LAL","SA","LAL","","","",""
"16981-12334","SG","Avery","","Bradley","34.70000110973012","11","7000","GS@BOS","BOS","GS","","","",""
"16981-9692","SG","Tyreke","","Evans","31.47199951171875","25","6900","POR@NO","NO","POR","O","Knee","",""
"16981-9561","C","DeAndre","","Jordan","29.166666666666668","12","6800","LAC@SAC","LAC","SAC","","","",""
"16981-9809","SG","Nicolas","","Batum","30.979998779296874","10","6700","ATL@CHA","CHA","ATL","","","",""
"16981-42669","PF","Julius","","Randle","30.524998982747395","12","6700","SA@LAL","LAL","SA","","","",""
"16981-9453","C","Al","","Horford","28.73333231608073","3","6700","GS@BOS","BOS","GS","GTD","Concussion","",""
"16981-58460","SG","Devin","","Booker","27.981817072088067","11","6500","PHO@IND","PHO","IND","","","",""
"16981-9446","PG","Jeff","","Teague","29.625","12","6500","PHO@IND","IND","PHO","","","",""
"16981-9500","PF","Dirk","","Nowitzki","24.5","3","6500","MEM@DAL","DAL","MEM","O","Achilles","",""
"16981-12443","PG","Jeremy","","Lin","30.460000610351564","5","6300","BKN@OKC","BKN","OKC","O","Hamstring","",""
"16981-14521","PF","Kenneth","","Faried","26.436362526633523","11","6300","TOR@DEN","DEN","TOR","","","",""
"16981-9722","PG","Deron","","Williams","21.616666158040363","6","6300","MEM@DAL","DAL","MEM","O","Calf","",""
"16981-9570","C","Pau","","Gasol","26.616666158040363","12","6200","SA@LAL","SA","LAL","","","",""
"16981-58312","PG","D'Angelo","","Russell","27.933334350585938","12","6200","SA@LAL","LAL","SA","","","",""
"16981-15946","SF","Harrison","","Barnes","31.15","10","6100","MEM@DAL","DAL","MEM","","","",""
"16981-14518","PF","Tobias","","Harris","27.5500005086263","12","6100","DET@CLE","DET","CLE","","","",""
"16981-58253","C","Myles","","Turner","29.541666666666668","12","6100","PHO@IND","IND","PHO","","","",""
"16981-23120","SF","T.J.","","Warren","30.058334350585938","12","6000","PHO@IND","PHO","IND","","","",""
"16981-40201","PG","Dennis","","Schroder","27.327273282137785","11","6000","ATL@CHA","ATL","CHA","","","",""
"16981-9624","PG","Darren","","Collison","23.975000381469727","4","5900","LAC@SAC","SAC","LAC","","","",""
"16981-9637","SF","Danilo","","Gallinari","25.454545454545453","11","5900","TOR@DEN","DEN","TOR","","","",""
"16981-15800","SF","Jae","","Crowder","27.75","4","5900","GS@BOS","BOS","GS","GTD","Ankle","",""
"16981-63124","PG","Emmanuel","","Mudiay","26.290910200639203","11","5700","TOR@DEN","DEN","TOR","","","",""
"16981-14503","C","Jonas","","Valanciunas","26.788889567057293","9","5700","TOR@DEN","TOR","DEN","","","",""
"16981-14509","SG","Klay","","Thompson","25.60000055486506","11","5700","GS@BOS","GS","BOS","","","",""
"16981-9495","PG","J.J.","","Barea","28.188888549804688","9","5700","MEM@DAL","DAL","MEM","O","Calf","",""
"16981-9636","SF","Wilson","","Chandler","26.944444444444443","9","5700","TOR@DEN","DEN","TOR","GTD","Hamstring","",""
"16981-23670","PG","Marcus","","Smart","24.587499618530273","8","5600","GS@BOS","BOS","GS","","","",""
"16981-9526","SG","Monta","","Ellis","23.89166768391927","12","5600","PHO@IND","IND","PHO","","","",""
"16981-12350","PF","Trevor","","Booker","27.37272782759233","11","5500","BKN@OKC","BKN","OKC","","","",""
"16981-15684","SG","Victor","","Oladipo","24.116666158040363","12","5500","BKN@OKC","OKC","BKN","","","",""
"16981-12511","PG","Ish","","Smith","24.116666158040363","12","5400","DET@CLE","DET","CLE","","","",""
"16981-9579","PF","Zach","","Randolph","24.981817072088067","11","5400","MEM@DAL","MEM","DAL","","","",""
"16981-17333","SG","Will","","Barton","28.333333333333332","3","5300","TOR@DEN","DEN","TOR","GTD","Ankle","",""
"16981-15520","SG","Sean","","Kilpatrick","22.80909035422585","11","5200","BKN@OKC","BKN","OKC","","","",""
"16981-15758","SF","Michael","","Kidd-Gilchrist","23.711110432942707","9","5200","ATL@CHA","CHA","ATL","","","",""
"16981-9666","PF","Thaddeus","","Young","23.308334350585938","12","5200","PHO@IND","IND","PHO","","","",""
"16981-14512","SF","Marcus","","Morris","24.008333841959637","12","5100","DET@CLE","DET","CLE","","","",""
"16981-16071","PG","Tim","","Frazier","25.933334350585938","12","5100","POR@NO","NO","POR","","","",""
"16981-15590","C","Mason","","Plumlee","24.77692354642428","13","5100","POR@NO","POR","NO","","","",""
"16981-23169","C","Steven","","Adams","24.083333333333332","12","5000","BKN@OKC","OKC","BKN","","","",""
"16981-20640","SG","Jordan","","Clarkson","22.616666158040363","12","5000","SA@LAL","LAL","SA","","","",""
"16981-15757","PF","Terrence","","Jones","21.94545399058949","11","5000","POR@NO","NO","POR","","","",""
"16981-14537","SF","Chandler","","Parsons","12.54000015258789","5","4900","MEM@DAL","MEM","DAL","GTD","Knee","",""
"16981-15636","SG","Kentavious","","Caldwell-Pope","23.01666768391927","12","4900","DET@CLE","DET","CLE","","","",""
"16981-14506","SG","Brandon","","Knight","19.816666920979817","12","4800","PHO@IND","PHO","IND","","","",""
"16981-9451","PF","Marvin","","Williams","22.360000610351562","10","4800","ATL@CHA","CHA","ATL","","","",""
"16981-55057","C","Jusuf","","Nurkic","23.01818154074929","11","4800","TOR@DEN","DEN","TOR","","","",""
"16981-19781","SF","Kent","","Bazemore","23.01818154074929","11","4800","ATL@CHA","ATL","CHA","","","",""
"16981-15814","PF","Alex","","Len","20.974999745686848","12","4800","PHO@IND","PHO","IND","","","",""
"16981-9799","SG","Wesley","","Matthews","22.233334011501736","9","4700","MEM@DAL","DAL","MEM","","","",""
"16981-14501","C","Tristan","","Thompson","22.345454822887074","11","4700","DET@CLE","CLE","DET","","","",""
"16981-14516","PF","Enes","","Kanter","21.266666412353516","12","4700","BKN@OKC","OKC","BKN","","","",""
"16981-14539","PF","Jon","","Leuer","22.383333841959637","12","4700","DET@CLE","DET","CLE","","","",""
"16981-9473","C","Tyson","","Chandler","22.950000762939453","8","4700","PHO@IND","PHO","IND","O","Personal","",""
"16981-9662","SG","Lou","","Williams","24.51666768391927","12","4700","SA@LAL","LAL","SA","","","",""
"16981-16178","SF","Maurice","","Harkless","21.307692307692307","13","4600","POR@NO","POR","NO","","","",""
"16981-12342","PF","Al-Farouq","","Aminu","20.012500762939453","8","4500","POR@NO","POR","NO","O","Calf","",""
"16981-14554","SG","E'Twaun","","Moore","20.39090936834162","11","4500","POR@NO","NO","POR","","","",""
"16981-9655","SG","J.J.","","Redick","19.15833282470703","12","4500","LAC@SAC","LAC","SAC","","","",""
"16981-24544","SG","Gary","","Harris","18.23999938964844","5","4500","TOR@DEN","DEN","TOR","O","Foot","",""
"16981-9702","PG","Tony","","Parker","17.924999237060547","8","4500","SA@LAL","SA","LAL","","","",""
"16981-9601","C","Andrew","","Bogut","19.649999618530273","8","4400","MEM@DAL","DAL","MEM","","","",""
"16981-9647","SF","Thabo","","Sefolosha","20.289999389648436","10","4400","ATL@CHA","ATL","CHA","GTD","Knee","",""
"16981-9654","SF","Vince","","Carter","20.5","11","4400","MEM@DAL","MEM","DAL","","","",""
"16981-9725","SF","C.J.","","Miles","22.100001017252605","12","4400","PHO@IND","IND","PHO","","","",""
"16981-9862","PF","Amir","","Johnson","19.045454545454547","11","4300","GS@BOS","BOS","GS","","","",""
"16981-14530","SF","Bojan","","Bogdanovic","20.78181873668324","11","4300","BKN@OKC","BKN","OKC","","","",""
"16981-55062","PF","Nikola","","Jokic","18.90909090909091","11","4300","TOR@DEN","DEN","TOR","","","",""
"16981-9506","SG","J.R.","","Smith","19.6875","8","4300","DET@CLE","CLE","DET","GTD","Ankle","",""
"16981-15788","C","Justin","","Hamilton","17.9272724498402","11","4300","BKN@OKC","BKN","OKC","","","",""
"16981-17894","PF","Mike","","Muscala","20.01818154074929","11","4300","ATL@CHA","ATL","CHA","","","",""
"16981-9448","SG","Jamal","","Crawford","18.275000254313152","12","4200","LAC@SAC","LAC","SAC","","","",""
"16981-15691","C","Cody","","Zeller","20.85","10","4200","ATL@CHA","CHA","ATL","","","",""
"16981-58247","PG","Isaiah","","Whitehead","10.514285496303014","7","4200","BKN@OKC","BKN","OKC","","","",""
"16981-16448","PF","Frank","","Kaminsky","19.462499618530273","8","4100","ATL@CHA","CHA","ATL","","","",""
"16981-15583","SG","Seth","","Curry","17.58000030517578","10","4100","MEM@DAL","DAL","MEM","","","",""
"16981-40200","C","Lucas","","Nogueira","19.683333079020183","6","4100","TOR@DEN","TOR","DEN","","","",""
"16981-9678","PF","Channing","","Frye","19.033333672417534","9","4100","DET@CLE","CLE","DET","","","",""
"16981-9733","SG","Randy","","Foye","12.4","5","4000","BKN@OKC","BKN","OKC","","","",""
"16981-22541","C","Kelly","","Olynyk","19.339999389648437","5","4000","GS@BOS","BOS","GS","","","",""
"16981-9758","SG","Danny","","Green","15.024999618530273","4","4000","SA@LAL","SA","LAL","","","",""
"16981-9458","SG","Tony","","Allen","15.149999618530273","4","4000","MEM@DAL","MEM","DAL","GTD","Groin","",""
"16981-16196","PF","Dwight","","Powell","16.7","10","4000","MEM@DAL","DAL","MEM","","","",""
"16981-17230","PG","Langston","","Galloway","16.308333079020183","12","4000","POR@NO","NO","POR","","","",""
"16981-9737","SG","Nick","","Young","18.900000254313152","12","3900","SA@LAL","LAL","SA","GTD","Illness","",""
"16981-15405","PF","JaMychal","","Green","16.59090909090909","11","3900","MEM@DAL","MEM","DAL","","","",""
"16981-12340","PF","Patrick","","Patterson","18.745454268022016","11","3900","TOR@DEN","TOR","DEN","","","",""
"16981-12359","SF","Evan","","Turner","16.376922607421875","13","3900","POR@NO","POR","NO","","","",""
"16981-17491","SF","James","","Ennis","18.472726995294746","11","3900","MEM@DAL","MEM","DAL","GTD","Toe","",""
"16981-23665","SG","Buddy","","Hield","15.574999491373697","12","3900","POR@NO","NO","POR","","","",""
"16981-42148","SF","Rondae","","Hollis-Jefferson","17.10909063165838","11","3900","BKN@OKC","BKN","OKC","","","",""
"16981-15548","SF","Andre","","Roberson","17.916666666666668","12","3900","BKN@OKC","OKC","BKN","","","",""
"16981-15559","SG","Jeremy","","Lamb","14.633333841959635","3","3900","ATL@CHA","CHA","ATL","O","Hamstring","",""
"16981-9939","PG","Patty","","Mills","18.191666920979817","12","3900","SA@LAL","SA","LAL","","","",""
"16981-9479","SF","Luol","","Deng","16.0500005086263","12","3900","SA@LAL","LAL","SA","","","",""
"16981-23407","SF","P.J.","","Tucker","13.583333333333334","12","3900","PHO@IND","PHO","IND","","","",""
"16981-9657","SF","Matt","","Barnes","17.191666920979817","12","3900","LAC@SAC","SAC","LAC","","","",""
"16981-9664","SF","Andre","","Iguodala","16.327273282137785","11","3900","GS@BOS","GS","BOS","","","",""
"16981-12424","C","Timofey","","Mozgov","16.94545399058949","11","3800","SA@LAL","LAL","SA","","","",""
