"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16989-15755","PF","Anthony","","Davis","54.82500203450521","12","11400","CHA@NO","NO","CHA","","","",""
"16989-9646","SF","Kevin","","Durant","47.29999796549479","12","9700","GS@MIL","GS","MIL","","","",""
"16989-40199","SG","Giannis","","Antetokounmpo","44.24545565518466","11","9600","GS@MIL","MIL","GS","","","",""
"16989-9623","PG","Chris","","Paul","42.01538555438702","13","9300","CHI@LAC","LAC","CHI","","","",""
"16989-9524","PG","Stephen","","Curry","40.49166615804037","12","9100","GS@MIL","GS","MIL","","","",""
"16989-12363","C","Hassan","","Whiteside","43.06363747336648","11","9000","MIA@WAS","MIA","WAS","","","",""
"16989-12332","PG","John","","Wall","40.54444376627604","9","8900","MIA@WAS","WAS","MIA","","","",""
"16989-9560","PF","Blake","","Griffin","40.67692213792067","13","8800","CHI@LAC","LAC","CHI","","","",""
"16989-14507","PG","Kemba","","Walker","40.46363691850142","11","8500","CHA@NO","CHA","NO","","","",""
"16989-14528","SF","Jimmy","","Butler","39.73333231608073","12","8500","CHI@LAC","CHI","LAC","","","",""
"16989-58462","C","Karl-Anthony","","Towns","38.79999889026988","11","8300","MIN@MEM","MIN","MEM","","","",""
"16989-14559","PG","Isaiah","","Thomas","38.60833231608073","12","8300","BOS@DET","BOS","DET","","","",""
"16989-15860","PF","Draymond","","Green","38.76666768391927","12","8200","GS@MIL","GS","MIL","","","",""
"16989-15557","C","Andre","","Drummond","35.03333282470703","12","8000","BOS@DET","DET","BOS","","","",""
"16989-9663","PG","Jrue","","Holiday","36.900001525878906","1","7900","CHA@NO","NO","CHA","","","",""
"16989-49116","SF","Andrew","","Wiggins","35.84545343572443","11","7300","MIN@MEM","MIN","MEM","","","",""
"16989-12355","PG","Eric","","Bledsoe","30.107691838191105","13","7200","PHO@PHI","PHO","PHI","","","",""
"16989-14523","PG","Reggie","","Jackson","30.98227971716772","79","7200","BOS@DET","DET","BOS","O","Knee","",""
"16989-9575","PG","Mike","","Conley","33.2909102006392","11","7200","MIN@MEM","MEM","MIN","","","",""
"16989-9581","C","Marc","","Gasol","32.46363691850142","11","7100","MIN@MEM","MEM","MIN","","","",""
"16989-12334","SG","Avery","","Bradley","34.7250010172526","12","7000","BOS@DET","BOS","DET","","","",""
"16989-9692","SG","Tyreke","","Evans","31.47199951171875","25","6900","CHA@NO","NO","CHA","O","Knee","",""
"16989-23825","PF","Nerlens","","Noel","27.719402256296643","67","6800","PHO@PHI","PHI","PHO","O","Knee","",""
