"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16852-40199","SG","Giannis","","Antetokounmpo","47.56666564941406","6","9900","MIL@DAL","MIL","DAL","","","",""
"16852-12362","C","DeMarcus","","Cousins","39.899998256138396","7","9700","SAC@TOR","SAC","TOR","","","",""
"16852-9714","SG","DeMar","","DeRozan","45.1","5","8800","SAC@TOR","TOR","SAC","","","",""
"16852-14559","PG","Isaiah","","Thomas","39.8","5","8100","DEN@BOS","BOS","DEN","","","",""
"16852-12355","PG","Eric","","Bledsoe","31.933334350585938","6","7500","PHO@LAL","PHO","LAL","","","",""
"16852-9535","PG","Kyle","","Lowry","32.039999389648436","5","7500","SAC@TOR","TOR","SAC","","","",""
"16852-9577","SF","Rudy","","Gay","35.06666564941406","6","7300","SAC@TOR","SAC","TOR","GTD","Ribs","",""
"16852-12334","SG","Avery","","Bradley","36.039999389648436","5","6800","DEN@BOS","BOS","DEN","","","",""
"16852-9453","C","Al","","Horford","29.399998982747395","3","6700","DEN@BOS","BOS","DEN","O","Concussion","",""
"16852-9500","PF","Dirk","","Nowitzki","24.5","3","6500","MIL@DAL","DAL","MIL","O","Achilles","",""
"16852-9637","SF","Danilo","","Gallinari","24.41999969482422","5","6500","DEN@BOS","DEN","BOS","","","",""
"16852-23120","SF","T.J.","","Warren","34.48333231608073","6","6300","PHO@LAL","PHO","LAL","","","",""
"16852-42669","PF","Julius","","Randle","28.333333333333332","6","6300","PHO@LAL","LAL","PHO","","","",""
"16852-9624","PG","Darren","","Collison","23.59189255173142","74","6300","SAC@TOR","SAC","TOR","O","Suspension","",""
"16852-58312","PG","D'Angelo","","Russell","27.566665649414062","6","6100","PHO@LAL","LAL","PHO","","","",""
"16852-14503","C","Jonas","","Valanciunas","28.7","5","6100","SAC@TOR","TOR","SAC","","","",""
"16852-42550","PF","Jabari","","Parker","28.9499994913737","6","6000","MIL@DAL","MIL","DAL","","","",""
"16852-55057","C","Jusuf","","Nurkic","34.220001220703125","5","6000","DEN@BOS","DEN","BOS","","","",""
"16852-9722","PG","Deron","","Williams","25.939999389648438","5","6000","MIL@DAL","DAL","MIL","GTD","Calf","",""
"16852-15800","SF","Jae","","Crowder","26.75","4","5900","DEN@BOS","BOS","DEN","O","Ankle","",""
"16852-63124","PG","Emmanuel","","Mudiay","25.019999694824218","5","5900","DEN@BOS","DEN","BOS","","","",""
"16852-12337","C","Greg","","Monroe","28.100001017252605","6","5900","MIL@DAL","MIL","DAL","","","",""
"16852-58460","SG","Devin","","Booker","24.9","5","5900","PHO@LAL","PHO","LAL","","","",""
"16852-55062","PF","Nikola","","Jokic","22.88000030517578","5","5700","DEN@BOS","DEN","BOS","","","",""
"16852-17333","SG","Will","","Barton","28.333333333333332","3","5300","DEN@BOS","DEN","BOS","O","Ankle","",""
"16852-9495","PG","J.J.","","Barea","28","5","5200","MIL@DAL","DAL","MIL","","","",""
"16852-14521","PF","Kenneth","","Faried","20.660000610351563","5","5200","DEN@BOS","DEN","BOS","","","",""
"16852-23670","PG","Marcus","","Smart","19.950000762939453","2","5100","DEN@BOS","BOS","DEN","","","",""
"16852-15946","SF","Harrison","","Barnes","25.839999389648437","5","5100","MIL@DAL","DAL","MIL","","","",""
"16852-20640","SG","Jordan","","Clarkson","20.21666717529297","6","5000","PHO@LAL","LAL","PHO","","","",""
"16852-14506","SG","Brandon","","Knight","18.099999745686848","6","4900","PHO@LAL","PHO","LAL","","","",""
"16852-24544","SG","Gary","","Harris","8.100000381469727","1","4900","DEN@BOS","DEN","BOS","","","",""
"16852-9636","SF","Wilson","","Chandler","21.780000305175783","5","4900","DEN@BOS","DEN","BOS","","","",""
"16852-9964","PG","Ty","","Lawson","21.485713413783483","7","4900","SAC@TOR","SAC","TOR","","","",""
"16852-9479","SF","Luol","","Deng","19.633333841959637","6","4800","PHO@LAL","LAL","PHO","","","",""
"16852-15814","C","Alex","","Len","19.866666158040363","6","4800","PHO@LAL","PHO","LAL","","","",""
"16852-9473","C","Tyson","","Chandler","24.03333282470703","6","4700","PHO@LAL","PHO","LAL","","","",""
"16852-9799","SG","Wesley","","Matthews","22","5","4700","MIL@DAL","DAL","MIL","","","",""
"16852-9662","SG","Lou","","Williams","24.28333282470703","6","4700","PHO@LAL","LAL","PHO","","","",""
"16852-20064","PG","Matthew","","Dellavedova","22.916666666666668","6","4600","MIL@DAL","MIL","DAL","","","",""
"16852-9862","PF","Amir","","Johnson","20.11999969482422","5","4400","DEN@BOS","BOS","DEN","","","",""
"16852-9601","C","Andrew","","Bogut","19.049999237060547","4","4200","MIL@DAL","DAL","MIL","","","",""
"16852-9652","PG","Jameer","","Nelson","17.41999969482422","5","4200","DEN@BOS","DEN","BOS","","","",""
"16852-9787","SF","DeMarre","","Carroll","14.980000305175782","5","4100","SAC@TOR","TOR","SAC","","","",""
"16852-20992","PF","Larry","","Nance Jr.","19.9499994913737","6","4100","PHO@LAL","LAL","PHO","","","",""
"16852-15961","C","Tyler","","Zeller","21.18000030517578","5","4100","DEN@BOS","BOS","DEN","","","",""
"16852-16196","PF","Dwight","","Powell","15.780000305175781","5","4100","MIL@DAL","DAL","MIL","","","",""
"16852-9657","SF","Matt","","Barnes","16.357142857142858","7","4000","SAC@TOR","SAC","TOR","","","",""
"16852-16359","PG","Malcolm","","Brogdon","18.316666920979817","6","3900","MIL@DAL","MIL","DAL","","","",""
"16852-58661","SG","Rashad","","Vaughn","12.766666412353516","6","3900","MIL@DAL","MIL","DAL","","","",""
"16852-9960","PF","Omri","","Casspi","10.850000381469727","4","3900","SAC@TOR","SAC","TOR","","","",""
"16852-9565","PG","Jordan","","Farmar","23.899999618530273","1","3800","SAC@TOR","SAC","TOR","","","",""
"16852-12340","PF","Patrick","","Patterson","17.68000030517578","5","3800","SAC@TOR","TOR","SAC","","","",""
"16852-16405","SF","Terrence","","Ross","16.660000610351563","5","3800","SAC@TOR","TOR","SAC","","","",""
"16852-67026","SF","Jaylen","","Brown","15.639999389648438","5","3800","DEN@BOS","BOS","DEN","","","",""
"16852-17517","SF","Tony","","Snell","15.319999694824219","5","3800","MIL@DAL","MIL","DAL","","","",""
"16852-12424","C","Timofey","","Mozgov","16.460000610351564","5","3800","PHO@LAL","LAL","PHO","","","",""
"16852-9737","SG","Nick","","Young","18.133333841959637","6","3700","PHO@LAL","LAL","PHO","","","",""
"16852-66048","SF","Brandon","","Ingram","12.133333841959635","6","3700","PHO@LAL","LAL","PHO","","","",""
"16852-9580","PF","Darrell","","Arthur","5.650000095367432","2","3700","DEN@BOS","DEN","BOS","","","",""
"16852-23744","SF","Justin","","Anderson","15.139999389648438","5","3700","MIL@DAL","DAL","MIL","","","",""
"16852-9962","PF","Jonas","","Jerebko","10.44000015258789","5","3700","DEN@BOS","BOS","DEN","","","",""
"16852-9677","PF","Jared","","Dudley","14.59999974568685","6","3700","PHO@LAL","PHO","LAL","","","",""
"16852-15730","PF","Thomas","","Robinson","0","2","3700","PHO@LAL","LAL","PHO","","","",""
"16852-9731","C","Kosta","","Koufos","15.071428571428571","7","3600","SAC@TOR","SAC","TOR","","","",""
"16852-9507","SG","Arron","","Afflalo","12.82857186453683","7","3600","SAC@TOR","SAC","TOR","","","",""
"16852-23823","PF","Willie","","Cauley-Stein","7.066666920979817","6","3600","SAC@TOR","SAC","TOR","","","",""
