"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16878-15755","PF","Anthony","","Davis","54.942858014787944","7","10800","NO@SAC","NO","SAC","","","",""
"16878-9488","SF","LeBron","","James","47.76666768391927","6","9900","ATL@CLE","CLE","ATL","","","",""
"16878-20848","PG","Damian","","Lillard","45.285714285714285","7","9800","PHO@POR","POR","PHO","","","",""
"16878-12362","C","DeMarcus","","Cousins","41.51250076293945","8","9500","NO@SAC","SAC","NO","","","",""
"16878-58462","C","Karl-Anthony","","Towns","38.7","5","8700","MIN@BKN","MIN","BKN","","","",""
"16878-9660","C","Dwight","","Howard","37.63333384195963","6","8200","ATL@CLE","ATL","CLE","","","",""
"16878-9729","PF","Paul","","Millsap","36.833333333333336","6","8000","ATL@CLE","ATL","CLE","","","",""
"16878-9663","PG","Jrue","","Holiday","30.192307692307693","65","7900","NO@SAC","NO","SAC","O","Personal","",""
"16878-9577","SF","Rudy","","Gay","34.41428484235491","7","7400","NO@SAC","SAC","NO","","","",""
"16878-12355","PG","Eric","","Bledsoe","30.714285714285715","7","7300","PHO@POR","PHO","POR","","","",""
"16878-14498","PG","Kyrie","","Irving","33.333333333333336","6","7300","ATL@CLE","CLE","ATL","","","",""
"16878-9874","PF","Kevin","","Love","34.949999491373696","6","7300","ATL@CLE","CLE","ATL","","","",""
"16878-19067","SG","C.J.","","McCollum","32.65714372907366","7","7100","PHO@POR","POR","PHO","","","",""
"16878-9581","C","Marc","","Gasol","34.23333231608073","6","7100","DEN@MEM","MEM","DEN","","","",""
"16878-9575","PG","Mike","","Conley","34.3999989827474","6","7100","DEN@MEM","MEM","DEN","GTD","Hamstring","",""
"16878-9621","C","Brook","","Lopez","25.839999389648437","5","6900","MIN@BKN","BKN","MIN","","","",""
"16878-58460","SG","Devin","","Booker","29.100001017252605","6","6700","PHO@POR","PHO","POR","","","",""
"16878-9500","PF","Dirk","","Nowitzki","24.5","3","6500","DAL@LAL","DAL","LAL","O","Achilles","",""
"16878-9624","PG","Darren","","Collison","23.59189255173142","74","6500","NO@SAC","SAC","NO","","","",""
"16878-23120","SF","T.J.","","Warren","34.800000871930806","7","6400","PHO@POR","PHO","POR","","","",""
"16878-42669","PF","Julius","","Randle","28.714285714285715","7","6300","DAL@LAL","LAL","DAL","","","",""
"16878-9722","PG","Deron","","Williams","25.939999389648438","5","6300","DAL@LAL","DAL","LAL","GTD","Calf","",""
"16878-12443","PG","Jeremy","","Lin","30.060000610351562","5","6300","MIN@BKN","BKN","MIN","O","Hamstring","",""
"16878-14496","PG","Ricky","","Rubio","18.75","2","6100","MIN@BKN","MIN","BKN","O","Elbow","",""
"16878-9637","SF","Danilo","","Gallinari","24.53333282470703","6","6100","DEN@MEM","DEN","MEM","","","",""
"16878-15771","PF","Gorgui","","Dieng","27.8","5","6000","MIN@BKN","MIN","BKN","","","",""
"16878-58312","PG","D'Angelo","","Russell","27.057141985212052","7","6000","DAL@LAL","LAL","DAL","","","",""
"16878-49116","SF","Andrew","","Wiggins","26.079998779296876","5","6000","MIN@BKN","MIN","BKN","","","",""
"16878-40201","PG","Dennis","","Schroder","26.916666666666668","6","6000","ATL@CLE","ATL","CLE","","","",""
"16878-14537","SF","Chandler","","Parsons","3.5999999046325684","1","5900","DEN@MEM","MEM","DEN","","","",""
"16878-40783","SG","Zach","","LaVine","26.039999389648436","5","5900","MIN@BKN","MIN","BKN","","","",""
"16878-63124","PG","Emmanuel","","Mudiay","27.4499994913737","6","5800","DEN@MEM","DEN","MEM","","","",""
"16878-55057","C","Jusuf","","Nurkic","31.21666717529297","6","5800","DEN@MEM","DEN","MEM","","","",""
"16878-9495","PG","J.J.","","Barea","28.9499994913737","6","5700","DAL@LAL","DAL","LAL","","","",""
"16878-15946","SF","Harrison","","Barnes","29.8000005086263","6","5700","DAL@LAL","DAL","LAL","","","",""
"16878-16071","PG","Tim","","Frazier","29.228572300502233","7","5400","NO@SAC","NO","SAC","","","",""
"16878-9579","PF","Zach","","Randolph","23.599999564034597","7","5400","DEN@MEM","MEM","DEN","","","",""
"16878-55062","PF","Nikola","","Jokic","22.566665649414062","6","5400","DEN@MEM","DEN","MEM","","","",""
"16878-17333","SG","Will","","Barton","28.333333333333332","3","5300","DEN@MEM","DEN","MEM","O","Ankle","",""
"16878-12350","PF","Trevor","","Booker","27.649998982747395","6","5300","MIN@BKN","BKN","MIN","","","",""
"16878-15590","C","Mason","","Plumlee","24.614286150251115","7","5200","PHO@POR","POR","PHO","","","",""
"16878-9636","SF","Wilson","","Chandler","23.48333231608073","6","5200","DEN@MEM","DEN","MEM","GTD","Hamstring","",""
"16878-14521","PF","Kenneth","","Faried","22","6","5100","DEN@MEM","DEN","MEM","","","",""
"16878-20640","SG","Jordan","","Clarkson","20.82857186453683","7","5000","DAL@LAL","LAL","DAL","","","",""
"16878-15520","SG","Sean","","Kilpatrick","25.833333333333332","6","4900","MIN@BKN","BKN","MIN","","","",""
"16878-9473","C","Tyson","","Chandler","24.371429443359375","7","4800","PHO@POR","PHO","POR","","","",""
"16878-12342","PF","Al-Farouq","","Aminu","22.300000871930802","7","4800","PHO@POR","POR","PHO","","","",""
"16878-14501","C","Tristan","","Thompson","24","6","4800","ATL@CLE","CLE","ATL","","","",""
"16878-15814","C","Alex","","Len","19.91428484235491","7","4800","PHO@POR","PHO","POR","","","",""
"16878-23802","PG","Kris","","Dunn","19.61999969482422","5","4800","MIN@BKN","MIN","BKN","","","",""
"16878-9662","SG","Lou","","Williams","24.785714285714285","7","4800","DAL@LAL","LAL","DAL","","","",""
"16878-19781","SF","Kent","","Bazemore","20.78333282470703","6","4700","ATL@CLE","ATL","CLE","","","",""
"16878-9479","SF","Luol","","Deng","19.028570992606028","7","4700","DAL@LAL","LAL","DAL","","","",""
"16878-15757","PF","Terrence","","Jones","18.28333282470703","6","4700","NO@SAC","NO","SAC","","","",""
"16878-16178","SF","Maurice","","Harkless","19.057141985212052","7","4700","PHO@POR","POR","PHO","","","",""
"16878-14506","SG","Brandon","","Knight","16.685714721679688","7","4600","PHO@POR","PHO","POR","","","",""
"16878-9799","SG","Wesley","","Matthews","20.9499994913737","6","4600","DAL@LAL","DAL","LAL","","","",""
"16878-24544","SG","Gary","","Harris","15.199999809265137","2","4600","DEN@MEM","DEN","MEM","GTD","Groin","",""
"16878-15788","C","Justin","","Hamilton","19.46666717529297","6","4500","MIN@BKN","BKN","MIN","","","",""
"16878-9733","SG","Randy","","Foye","11.743210027247299","81","4500","MIN@BKN","BKN","MIN","","","",""
"16878-9601","C","Andrew","","Bogut","20.18000030517578","5","4500","DAL@LAL","DAL","LAL","","","",""
"16878-14554","SG","E'Twaun","","Moore","20.099999564034597","7","4400","NO@SAC","NO","SAC","","","",""
"16878-58247","PG","Isaiah","","Whitehead","8.94000015258789","5","4400","MIN@BKN","BKN","MIN","","","",""
"16878-15405","PF","JaMychal","","Green","18.771427699497767","7","4400","DEN@MEM","MEM","DEN","","","",""
"16878-17491","SF","James","","Ennis","21.071428571428573","7","4400","DEN@MEM","MEM","DEN","","","",""
"16878-9506","SG","J.R.","","Smith","19.633333841959637","6","4300","ATL@CLE","CLE","ATL","","","",""
"16878-9647","SF","Thabo","","Sefolosha","21.899998982747395","6","4300","ATL@CLE","ATL","CLE","","","",""
"16878-14530","SF","Bojan","","Bogdanovic","20.583333333333332","6","4200","MIN@BKN","BKN","MIN","","","",""
"16878-9652","PG","Jameer","","Nelson","18.366666158040363","6","4200","DEN@MEM","DEN","MEM","","","",""
"16878-9964","PG","Ty","","Lawson","21.662500381469727","8","4200","NO@SAC","SAC","NO","","","",""
"16878-12359","SF","Evan","","Turner","15.271428789411273","7","4100","PHO@POR","POR","PHO","","","",""
"16878-12369","SF","Lance","","Stephenson","20.083333333333332","6","4100","NO@SAC","NO","SAC","O","Groin","",""
"16878-23665","SG","Buddy","","Hield","14.385713849748884","7","4000","NO@SAC","NO","SAC","","","",""
"16878-9737","SG","Nick","","Young","20.528570992606028","7","4000","DAL@LAL","LAL","DAL","","","",""
"16878-17894","PF","Mike","","Muscala","19.066666920979817","6","4000","ATL@CLE","ATL","CLE","","","",""
"16878-9657","SF","Matt","","Barnes","17","8","4000","NO@SAC","SAC","NO","","","",""
"16878-9458","SG","Tony","","Allen","14.649999618530273","4","4000","DEN@MEM","MEM","DEN","GTD","Groin","",""
"16878-15501","SG","Allen","","Crabbe","17.014285496303014","7","3900","PHO@POR","POR","PHO","","","",""
"16878-14515","SG","Iman","","Shumpert","15.09999974568685","6","3900","ATL@CLE","CLE","ATL","","","",""
