"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16802-9644","SG","James","","Harden","49.79999796549479","3","11200","HOU@CLE","HOU","CLE","GTD","Ankle","",""
"16802-15755","PF","Anthony","","Davis","67.2000020345052","3","11000","MIL@NO","NO","MIL","","","",""
"16802-20848","PG","Damian","","Lillard","50.93333435058594","3","9900","GS@POR","POR","GS","","","",""
"16802-9488","SF","LeBron","","James","44.333333333333336","3","9900","HOU@CLE","CLE","HOU","","","",""
"16802-12362","C","DeMarcus","","Cousins","40.42499923706055","4","9900","SAC@MIA","SAC","MIA","","","",""
"16802-9646","SF","Kevin","","Durant","57.3999989827474","3","9800","GS@POR","GS","POR","","","",""
"16802-40199","SG","Giannis","","Antetokounmpo","45.866668701171875","3","9600","MIL@NO","MIL","NO","","","",""
"16802-12341","SF","Paul","","George","35.03333282470703","3","9200","LAL@IND","IND","LAL","","","",""
"16802-58462","C","Karl-Anthony","","Towns","34.25","2","8800","MEM@MIN","MIN","MEM","","","",""
"16802-9524","PG","Stephen","","Curry","32.333333333333336","3","8700","GS@POR","GS","POR","","","",""
"16802-12363","C","Hassan","","Whiteside","45.6000010172526","3","8600","SAC@MIA","MIA","SAC","","","",""
"16802-15557","C","Andre","","Drummond","40.26666768391927","3","8400","NY@DET","DET","NY","","","",""
"16802-15860","PF","Draymond","","Green","40.73333231608073","3","8300","GS@POR","GS","POR","","","",""
"16802-14513","SF","Kawhi","","Leonard","43.82500076293945","4","8300","UTA@SA","SA","UTA","","","",""
"16802-9663","PG","Jrue","","Holiday","30.192307692307693","65","7900","MIL@NO","NO","MIL","O","Personal","",""
"16802-14498","PG","Kyrie","","Irving","35.800000508626304","3","7800","HOU@CLE","CLE","HOU","","","",""
"16802-9508","SF","Carmelo","","Anthony","29.600000381469727","2","7500","NY@DET","NY","DET","","","",""
"16802-9874","PF","Kevin","","Love","35.46666717529297","3","7400","HOU@CLE","CLE","HOU","","","",""
"16802-14514","C","Nikola","","Vucevic","30.46666717529297","3","7400","ORL@PHI","ORL","PHI","","","",""
"16802-19067","SG","C.J.","","McCollum","35.73333231608073","3","7300","GS@POR","POR","GS","","","",""
"16802-12366","SF","Gordon","","Hayward","31.754998779296876","80","7300","UTA@SA","UTA","SA","O","Finger","",""
"16802-9577","SF","Rudy","","Gay","36.025001525878906","4","7300","SAC@MIA","SAC","MIA","","","",""
"16802-9688","PF","LaMarcus","","Aldridge","30.333333333333332","3","7200","UTA@SA","SA","UTA","","","",""
"16802-58253","C","Myles","","Turner","41.56666564941406","3","7100","LAL@IND","IND","LAL","","","",""
"16802-9581","C","Marc","","Gasol","32.93333435058594","3","6900","MEM@MIN","MEM","MIN","","","",""
"16802-9673","PG","Goran","","Dragic","31.866666158040363","3","6900","SAC@MIA","MIA","SAC","","","",""
"16802-40203","C","Rudy","","Gobert","31.066665649414062","3","6900","UTA@SA","UTA","SA","","","",""
"16802-23825","PF","Nerlens","","Noel","27.719402256296643","67","6800","ORL@PHI","PHI","ORL","O","Knee","",""
"16802-9575","PG","Mike","","Conley","30.666666666666668","3","6800","MEM@MIN","MEM","MIN","","","",""
"16802-63122","PF","Kristaps","","Porzingis","30.200000762939453","2","6600","NY@DET","NY","DET","","","",""
"16802-12351","PF","Derrick","","Favors","25.25","2","6600","UTA@SA","UTA","SA","","","",""
"16802-9570","C","Pau","","Gasol","22.700000762939453","4","6500","UTA@SA","SA","UTA","","","",""
"16802-14537","SF","Chandler","","Parsons","24.147540983606557","61","6400","MEM@MIN","MEM","MIN","O","Knee","",""
"16802-49116","SF","Andrew","","Wiggins","31.299999237060547","2","6400","MEM@MIN","MIN","MEM","","","",""
"16802-42669","PF","Julius","","Randle","30","3","6400","LAL@IND","LAL","IND","","","",""
"16802-9446","PG","Jeff","","Teague","24.433334350585938","3","6300","LAL@IND","IND","LAL","","","",""
"16802-9624","PG","Darren","","Collison","23.59189255173142","74","6300","SAC@MIA","SAC","MIA","O","Suspension","",""
"16802-14518","PF","Tobias","","Harris","28.100001017252605","3","6200","NY@DET","DET","NY","","","",""
"16802-58312","PG","D'Angelo","","Russell","27.23333231608073","3","6100","LAL@IND","LAL","IND","","","",""
"16802-14496","PG","Ricky","","Rubio","18.75","2","6100","MEM@MIN","MIN","MEM","O","Elbow","",""
"16802-9666","PF","Thaddeus","","Young","27.866666158040363","3","6100","LAL@IND","IND","LAL","","","",""
"16802-19138","PG","Elfrid","","Payton","27.1999994913737","3","6000","ORL@PHI","ORL","PHI","","","",""
"16802-23096","SG","Evan","","Fournier","26.366666158040363","3","6000","ORL@PHI","ORL","PHI","","","",""
"16802-15771","PF","Gorgui","","Dieng","36.70000076293945","2","5900","MEM@MIN","MIN","MEM","","","",""
"16802-42550","PF","Jabari","","Parker","24.333333333333332","3","5900","MIL@NO","MIL","NO","","","",""
"16802-41594","SF","Aaron","","Gordon","26.53333282470703","3","5900","ORL@PHI","ORL","PHI","","","",""
"16802-9526","SG","Monta","","Ellis","23.066665649414062","3","5900","LAL@IND","IND","LAL","","","",""
"16802-9579","PF","Zach","","Randolph","30.46666717529297","3","5900","MEM@MIN","MEM","MIN","","","",""
"16802-40783","SG","Zach","","LaVine","29.25","2","5900","MEM@MIN","MIN","MEM","","","",""
"16802-12511","PG","Ish","","Smith","23.333333333333332","3","5900","NY@DET","DET","NY","","","",""
"16802-14512","SF","Marcus","","Morris","26.8000005086263","3","5800","NY@DET","DET","NY","","","",""
"16802-14509","SG","Klay","","Thompson","25.933334350585938","3","5800","GS@POR","GS","POR","","","",""
"16802-9475","PG","Derrick","","Rose","24.200000762939453","2","5700","NY@DET","NY","DET","","","",""
