"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16914-15755","PF","Anthony","","Davis","54.81110975477431","9","11600","LAL@NO","NO","LAL","","","",""
"16914-9644","SG","James","","Harden","56.29999923706055","8","11500","SA@HOU","HOU","SA","","","",""
"16914-40199","SG","Giannis","","Antetokounmpo","43.287498474121094","8","9400","MEM@MIL","MIL","MEM","","","",""
"16914-9623","PG","Chris","","Paul","43.43333265516493","9","9300","LAC@MIN","LAC","MIN","","","",""
"16914-12332","PG","John","","Wall","40.31428745814732","7","9000","WAS@CHI","WAS","CHI","O","Rest","",""
"16914-9714","SG","DeMar","","DeRozan","44.337501525878906","8","9000","NY@TOR","TOR","NY","","","",""
"16914-14513","SF","Kawhi","","Leonard","41.31110975477431","9","8900","SA@HOU","SA","HOU","","","",""
"16914-9560","PF","Blake","","Griffin","39.43333265516493","9","8700","LAC@MIN","LAC","MIN","","","",""
"16914-58462","C","Karl-Anthony","","Towns","38.371429443359375","7","8600","LAC@MIN","MIN","LAC","","","",""
"16914-12341","SF","Paul","","George","35.94444444444444","9","8500","BOS@IND","IND","BOS","","","",""
"16914-12363","C","Hassan","","Whiteside","40.72857230050223","7","8400","UTA@MIA","MIA","UTA","","","",""
"16914-14559","PG","Isaiah","","Thomas","39.5625","8","8200","BOS@IND","BOS","IND","","","",""
"16914-15557","C","Andre","","Drummond","37.411112467447914","9","8200","DET@DEN","DET","DEN","","","",""
"16914-14528","SF","Jimmy","","Butler","36.21111043294271","9","8100","WAS@CHI","CHI","WAS","","","",""
"16914-9660","C","Dwight","","Howard","37.150001525878906","8","8100","PHI@ATL","ATL","PHI","","","",""
"16914-9663","PG","Jrue","","Holiday","30.192307692307693","65","7900","LAL@NO","NO","LAL","O","Personal","",""
"16914-9729","PF","Paul","","Millsap","35.587501525878906","8","7800","PHI@ATL","ATL","PHI","","","",""
"16914-9535","PG","Kyle","","Lowry","36.36249923706055","8","7800","NY@TOR","TOR","NY","","","",""
"16914-12355","PG","Eric","","Bledsoe","32.888888888888886","9","7700","BKN@PHO","PHO","BKN","","","",""
"16914-9508","SF","Carmelo","","Anthony","32","8","7700","NY@TOR","NY","TOR","","","",""
"16914-12366","SF","Gordon","","Hayward","38.57500076293945","4","7400","UTA@MIA","UTA","MIA","","","",""
"16914-9688","PF","LaMarcus","","Aldridge","29.075000762939453","8","7300","SA@HOU","SA","HOU","","","",""
"16914-9581","C","Marc","","Gasol","33.82857186453683","7","7100","MEM@MIL","MEM","MIL","","","",""
"16914-9575","PG","Mike","","Conley","33.92857142857143","7","7100","MEM@MIL","MEM","MIL","","","",""
"16914-63122","PF","Kristaps","","Porzingis","31.012500762939453","8","6900","NY@TOR","NY","TOR","","","",""
"16914-12334","SG","Avery","","Bradley","35.875","8","6900","BOS@IND","BOS","IND","","","",""
"16914-9621","C","Brook","","Lopez","27.65714372907366","7","6900","BKN@PHO","BKN","PHO","","","",""
"16914-58253","C","Myles","","Turner","30.044443766276043","9","6800","BOS@IND","IND","BOS","","","",""
"16914-23825","PF","Nerlens","","Noel","27.719402256296643","67","6800","PHI@ATL","PHI","ATL","O","Knee","",""
"16914-9453","C","Al","","Horford","29.399998982747395","3","6700","BOS@IND","BOS","IND","GTD","Concussion","",""
"16914-9561","C","DeAndre","","Jordan","27.577777438693577","9","6700","LAC@MIN","LAC","MIN","","","",""
"16914-9585","SG","Dwyane","","Wade","29.25555419921875","9","6600","WAS@CHI","CHI","WAS","","","",""
"16914-15628","SF","Otto","","Porter","31.774999618530273","8","6500","WAS@CHI","WAS","CHI","","","",""
"16914-42550","PF","Jabari","","Parker","30.862499237060547","8","6500","MEM@MIL","MIL","MEM","","","",""
"16914-49116","SF","Andrew","","Wiggins","31.114286150251115","7","6500","LAC@MIN","MIN","LAC","","","",""
"16914-9673","PG","Goran","","Dragic","29.128570556640625","7","6500","UTA@MIA","MIA","UTA","GTD","Ankle","",""
"16914-58460","SG","Devin","","Booker","27.5","8","6500","BKN@PHO","PHO","BKN","","","",""
"16914-40203","C","Rudy","","Gobert","28.220001220703125","10","6500","UTA@MIA","UTA","MIA","","","",""
"16914-9446","PG","Jeff","","Teague","28.08888922797309","9","6300","BOS@IND","IND","BOS","","","",""
"16914-42669","PF","Julius","","Randle","28.622222900390625","9","6300","LAL@NO","LAL","NO","","","",""
"16914-9703","PG","George","","Hill","32.785714285714285","7","6300","UTA@MIA","UTA","MIA","GTD","Finger","",""
"16914-12443","PG","Jeremy","","Lin","30.060000610351562","5","6300","BKN@PHO","BKN","PHO","O","Hamstring","",""
"16914-9475","PG","Derrick","","Rose","27.287500381469727","8","6200","NY@TOR","NY","TOR","","","",""
"16914-40783","SG","Zach","","LaVine","28.34285627092634","7","6200","LAC@MIN","MIN","LAC","","","",""
"16914-23120","SF","T.J.","","Warren","31.36666531032986","9","6100","BKN@PHO","PHO","BKN","","","",""
"16914-14496","PG","Ricky","","Rubio","18.75","2","6100","LAC@MIN","MIN","LAC","","","",""
"16914-14503","C","Jonas","","Valanciunas","28.51666768391927","6","6100","NY@TOR","TOR","NY","","","",""
"16914-15771","PF","Gorgui","","Dieng","28.08571515764509","7","6000","LAC@MIN","MIN","LAC","","","",""
"16914-9661","C","Marcin","","Gortat","29.200000762939453","8","6000","WAS@CHI","WAS","CHI","","","",""
"16914-9637","SF","Danilo","","Gallinari","24.850000381469727","8","6000","DET@DEN","DEN","DET","","","",""
"16914-40201","PG","Dennis","","Schroder","27.350000381469727","8","6000","PHI@ATL","ATL","PHI","","","",""
"16914-15800","SF","Jae","","Crowder","27.25","4","5900","BOS@IND","BOS","IND","O","Ankle","",""
"16914-12351","PF","Derrick","","Favors","24.88888888888889","9","5900","UTA@MIA","UTA","MIA","","","",""
"16914-63124","PG","Emmanuel","","Mudiay","26.975000381469727","8","5800","DET@DEN","DEN","DET","","","",""
"16914-58312","PG","D'Angelo","","Russell","25.377777099609375","9","5800","LAL@NO","LAL","NO","","","",""
"16914-14512","SF","Marcus","","Morris","25.011111789279514","9","5800","DET@DEN","DET","DEN","","","",""
"16914-14518","PF","Tobias","","Harris","24.788889567057293","9","5800","DET@DEN","DET","DEN","","","",""
"16914-15814","C","Alex","","Len","21.666666666666668","9","5700","BKN@PHO","PHO","BKN","","","",""
"16914-9455","PG","Rajon","","Rondo","25.755555894639755","9","5700","WAS@CHI","CHI","WAS","","","",""
"16914-16071","PG","Tim","","Frazier","29.344445122612846","9","5700","LAL@NO","NO","LAL","","","",""
"16914-12337","C","Greg","","Monroe","26.887500762939453","8","5600","MEM@MIL","MIL","MEM","","","",""
"16914-9570","C","Pau","","Gasol","23.844445122612846","9","5600","SA@HOU","SA","HOU","","","",""
"16914-9481","PF","Taj","","Gibson","25.944444444444443","9","5500","WAS@CHI","CHI","WAS","","","",""
"16914-55057","C","Jusuf","","Nurkic","27.475000381469727","8","5500","DET@DEN","DEN","DET","","","",""
"16914-14537","SF","Chandler","","Parsons","9.600000381469727","2","5400","MEM@MIL","MEM","MIL","GTD","Knee","",""
"16914-14511","PF","Markieff","","Morris","25.337499618530273","8","5400","WAS@CHI","WAS","CHI","","","",""
"16914-12350","PF","Trevor","","Booker","27.549999237060547","8","5400","BKN@PHO","BKN","PHO","","","",""
"16914-9579","PF","Zach","","Randolph","23.725000381469727","8","5400","MEM@MIL","MEM","MIL","","","",""
"16914-12511","PG","Ish","","Smith","23.188888549804688","9","5400","DET@DEN","DET","DEN","","","",""
"16914-15904","SG","Rodney","","Hood","26.829998779296876","10","5400","UTA@MIA","UTA","MIA","","","",""
