"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16762-9642","PG","Russell","Westbrook","69.25","2","13000","LAL@OKC","OKC","LAL","","","",""
"16762-9644","SG","James","Harden","54.25","2","11200","DAL@HOU","HOU","DAL","","","",""
"16762-9646","SF","Kevin","Durant","59.20000076293945","2","9700","GS@PHO","GS","PHO","","","",""
"16762-40199","SG","Giannis","Antetokounmpo","47.5","2","9500","MIL@DET","MIL","DET","","","",""
"16762-12332","PG","John","Wall","35.599998474121094","1","9300","WAS@MEM","WAS","MEM","","","",""
"16762-9524","PG","Stephen","Curry","32.150001525878906","2","8800","GS@PHO","GS","PHO","","","",""
"16762-14513","SF","Kawhi","Leonard","45.633331298828125","3","8700","SA@MIA","SA","MIA","","","",""
"16762-12363","C","Hassan","Whiteside","40.650001525878906","2","8300","SA@MIA","MIA","SA","GTD","Elbow","",""
"16762-15860","PF","Draymond","Green","42.04999923706055","2","8300","GS@PHO","GS","PHO","","","",""
"16762-15557","C","Andre","Drummond","30.850000381469727","2","7900","MIL@DET","DET","MIL","","","",""
"16762-9688","PF","LaMarcus","Aldridge","30.333333333333332","3","7600","SA@MIA","SA","MIA","","","",""
"16762-12355","PG","Eric","Bledsoe","32.849998474121094","2","7400","GS@PHO","PHO","GS","","","",""
"16762-9581","C","Marc","Gasol","30.649999618530273","2","7200","WAS@MEM","MEM","WAS","","","",""
"16762-9500","PF","Dirk","Nowitzki","40.599998474121094","1","7100","DAL@HOU","DAL","HOU","","","",""
"16762-15684","SG","Victor","Oladipo","24.25","2","7000","LAL@OKC","OKC","LAL","","","",""
"16762-9575","PG","Mike","Conley","25.850000381469727","2","6800","WAS@MEM","MEM","WAS","","","",""
"16762-9570","C","Pau","Gasol","16.366666158040363","3","6800","SA@MIA","SA","MIA","","","",""
"16762-9673","PG","Goran","Dragic","29.75","2","6600","SA@MIA","MIA","SA","","","",""
"16762-14537","SF","Chandler","Parsons","24.147540983606557","61","6400","WAS@MEM","MEM","WAS","O","Knee","",""
"16762-58312","PG","D'Angelo","Russell","23.600000381469727","2","6300","LAL@OKC","LAL","OKC","","","",""
"16762-14509","SG","Klay","Thompson","26.799999237060547","2","6300","GS@PHO","GS","PHO","","","",""
"16762-9661","C","Marcin","Gortat","19.700000762939453","1","6300","WAS@MEM","WAS","MEM","","","",""
"16762-14518","PF","Tobias","Harris","28.149999618530273","2","6200","MIL@DET","DET","MIL","","","",""
"16762-42669","PF","Julius","Randle","25.350000381469727","2","6200","LAL@OKC","LAL","OKC","","","",""
"16762-12511","PG","Ish","Smith","25.049999237060547","2","6200","MIL@DET","DET","MIL","","","",""
"16762-9722","PG","Deron","Williams","27.049999237060547","2","6200","DAL@HOU","DAL","HOU","","","",""
"16762-58460","SG","Devin","Booker","24.799999237060547","2","6100","GS@PHO","PHO","GS","","","",""
"16762-42550","PF","Jabari","Parker","25.649999618530273","2","6000","MIL@DET","MIL","DET","","","",""
"16762-15595","SG","Bradley","Beal","16","1","6000","WAS@MEM","WAS","MEM","","","",""
"16762-9579","PF","Zach","Randolph","28.75","2","6000","WAS@MEM","MEM","WAS","","","",""
"16762-9772","PF","Ryan","Anderson","17.25","2","5900","DAL@HOU","HOU","DAL","","","",""
"16762-12337","C","Greg","Monroe","30.299999237060547","2","5900","MIL@DET","MIL","DET","","","",""
"16762-14506","SG","Brandon","Knight","19.950000762939453","2","5800","GS@PHO","PHO","GS","","","",""
"16762-14512","SF","Marcus","Morris","30.700000762939453","2","5700","MIL@DET","DET","MIL","","","",""
"16762-14511","PF","Markieff","Morris","35.79999923706055","1","5600","WAS@MEM","WAS","MEM","","","",""
"16762-9538","SF","Trevor","Ariza","26.5","2","5500","DAL@HOU","HOU","DAL","","","",""
"16762-20640","SG","Jordan","Clarkson","18.75","2","5400","LAL@OKC","LAL","OKC","","","",""
"16762-15946","SF","Harrison","Barnes","33.650001525878906","2","5400","DAL@HOU","DAL","HOU","","","",""
"16762-9556","SG","Eric","Gordon","27.899999618530273","2","5300","DAL@HOU","HOU","DAL","","","",""
"16762-9495","PG","J.J.","Barea","28.950000762939453","2","5100","DAL@HOU","DAL","HOU","","","",""
"16762-9479","SF","Luol","Deng","23.450000762939453","2","5100","LAL@OKC","LAL","OKC","","","",""
"16762-23120","SF","T.J.","Warren","34.900001525878906","2","5000","GS@PHO","PHO","GS","","","",""
"16762-14516","PF","Enes","Kanter","19.899999618530273","2","5000","LAL@OKC","OKC","LAL","","","",""
"16762-14500","PF","Derrick","Williams","15.383749389648438","80","5000","SA@MIA","MIA","SA","","","",""
"16762-9799","SG","Wesley","Matthews","24.399999618530273","2","5000","DAL@HOU","DAL","HOU","","","",""
"16762-15405","PF","JaMychal","Green","22.25","2","5000","WAS@MEM","MEM","WAS","","","",""
"16762-58084","SF","Justise","Winslow","27.649999618530273","2","4900","SA@MIA","MIA","SA","","","",""
"16762-15628","SF","Otto","Porter","22.700000762939453","1","4900","WAS@MEM","WAS","MEM","","","",""
"16762-15636","SG","Kentavious","Caldwell-Pope","11.100000381469727","2","4800","MIL@DET","DET","MIL","","","",""
"16762-23169","C","Steven","Adams","22.25","2","4700","LAL@OKC","OKC","LAL","","","",""
"16762-9662","SG","Lou","Williams","23.5","2","4700","LAL@OKC","LAL","OKC","","","",""
"16762-15814","C","Alex","Len","12.199999809265137","2","4600","GS@PHO","PHO","GS","","","",""
"16762-55059","C","Clint","Capela","21.799999237060547","2","4600","DAL@HOU","HOU","DAL","","","",""
"16762-12474","PG","Patrick","Beverley","21.270421847491196","71","4600","DAL@HOU","HOU","DAL","O","Knee","",""
"16762-16220","SG","Dion","Waiters","23.049999237060547","2","4600","SA@MIA","MIA","SA","","","",""
"16762-18600","PG","Tyler","Johnson","23.950000762939453","2","4500","SA@MIA","MIA","SA","","","",""
"16762-9454","C","Zaza","Pachulia","13.399999618530273","2","4500","GS@PHO","GS","PHO","","","",""
"16762-9702","PG","Tony","Parker","12.800000190734863","2","4500","SA@MIA","SA","MIA","","","",""
"16762-58490","PG","Wade","Baldwin IV","21.450000762939453","2","4500","WAS@MEM","MEM","WAS","","","",""
"16762-20064","PG","Matthew","Dellavedova","26.600000381469727","2","4400","MIL@DET","MIL","DET","","","",""
"16762-9758","SG","Danny","Green","17.15063322043117","79","4400","SA@MIA","SA","MIA","O","Quadriceps","",""
"16762-9458","SG","Tony","Allen","18.318750381469727","64","4300","WAS@MEM","MEM","WAS","O","Knee","",""
"16762-15548","SF","Andre","Roberson","26.549999237060547","2","4200","LAL@OKC","OKC","LAL","","","",""
