"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16951-9488","SF","LeBron","","James","47","9","9900","TOR@CLE","CLE","TOR","","","",""
"16951-20848","PG","Damian","","Lillard","42.5","11","9500","CHI@POR","POR","CHI","","","",""
"16951-9714","SG","DeMar","","DeRozan","44.900000678168404","9","9200","TOR@CLE","TOR","CLE","","","",""
"16951-14528","SF","Jimmy","","Butler","39","10","8600","CHI@POR","CHI","POR","","","",""
"16951-12363","C","Hassan","","Whiteside","41.144443088107636","9","8500","ATL@MIA","MIA","ATL","","","",""
"16951-58462","C","Karl-Anthony","","Towns","39.111111111111114","9","8400","CHA@MIN","MIN","CHA","","","",""
"16951-14507","PG","Kemba","","Walker","39.366665310329864","9","8300","CHA@MIN","CHA","MIN","","","",""
"16951-9535","PG","Kyle","","Lowry","35.67777845594618","9","8000","TOR@CLE","TOR","CLE","","","",""
"16951-9660","C","Dwight","","Howard","36.155554877387154","9","7900","ATL@MIA","ATL","MIA","","","",""
"16951-9874","PF","Kevin","","Love","35.94444444444444","9","7500","TOR@CLE","CLE","TOR","","","",""
"16951-9729","PF","Paul","","Millsap","32.97777642144097","9","7400","ATL@MIA","ATL","MIA","","","",""
"16951-19067","SG","C.J.","","McCollum","34.21818126331676","11","7400","CHI@POR","POR","CHI","","","",""
"16951-14498","PG","Kyrie","","Irving","34.355556911892364","9","7400","TOR@CLE","CLE","TOR","","","",""
"16951-49116","SF","Andrew","","Wiggins","33.82222154405382","9","6900","CHA@MIN","MIN","CHA","","","",""
"16951-9621","C","Brook","","Lopez","27.825000762939453","8","6800","BKN@LAL","BKN","LAL","","","",""
"16951-9809","SG","Nicolas","","Batum","29.922220865885418","9","6500","CHA@MIN","CHA","MIN","","","",""
"16951-9673","PG","Goran","","Dragic","29.128570556640625","7","6500","ATL@MIA","MIA","ATL","GTD","Ankle","",""
"16951-9585","SG","Dwyane","","Wade","28.470001220703125","10","6400","CHI@POR","CHI","POR","","","",""
"16951-42669","PF","Julius","","Randle","29.136363636363637","11","6400","BKN@LAL","LAL","BKN","","","",""
"16951-14496","PG","Ricky","","Rubio","23.375","4","6300","CHA@MIN","MIN","CHA","","","",""
"16951-12443","PG","Jeremy","","Lin","30.060000610351562","5","6300","BKN@LAL","BKN","LAL","O","Hamstring","",""
"16951-40783","SG","Zach","","LaVine","28.625","8","6200","CHA@MIN","MIN","CHA","GTD","Knee","",""
"16951-40201","PG","Dennis","","Schroder","27.97777811686198","9","6100","ATL@MIA","ATL","MIA","","","",""
"16951-58312","PG","D'Angelo","","Russell","25.69090964577415","11","5800","BKN@LAL","LAL","BKN","","","",""
"16951-14503","C","Jonas","","Valanciunas","27.814285278320312","7","5800","TOR@CLE","TOR","CLE","","","",""
"16951-12350","PF","Trevor","","Booker","26.960000610351564","10","5600","BKN@LAL","BKN","LAL","","","",""
"16951-15520","SG","Sean","","Kilpatrick","24.160000610351563","10","5500","BKN@LAL","BKN","LAL","","","",""
"16951-9481","PF","Taj","","Gibson","25.7","10","5500","CHI@POR","CHI","POR","","","",""
"16951-9455","PG","Rajon","","Rondo","24.56999969482422","10","5500","CHI@POR","CHI","POR","","","",""
"16951-15758","SF","Michael","","Kidd-Gilchrist","25.024999618530273","8","5400","CHA@MIN","CHA","MIN","","","",""
"16951-15771","PF","Gorgui","","Dieng","25.266665988498264","9","5400","CHA@MIN","MIN","CHA","","","",""
"16951-9662","SG","Lou","","Williams","26.027271617542613","11","5200","BKN@LAL","LAL","BKN","","","",""
"16951-15590","C","Mason","","Plumlee","24.709089799360797","11","5100","CHI@POR","POR","CHI","","","",""
"16951-58084","SF","Justise","","Winslow","25.433332655164932","9","5000","ATL@MIA","MIA","ATL","","","",""
"16951-9451","PF","Marvin","","Williams","23.766665988498264","9","5000","CHA@MIN","CHA","MIN","","","",""
"16951-20640","SG","Jordan","","Clarkson","21.73636419122869","11","4900","BKN@LAL","LAL","BKN","","","",""
"16951-18600","PG","Tyler","","Johnson","25.677778455946182","9","4900","ATL@MIA","MIA","ATL","","","",""
"16951-19781","SF","Kent","","Bazemore","23.400000678168404","9","4800","ATL@MIA","ATL","MIA","","","",""
"16951-14501","C","Tristan","","Thompson","21.52222188313802","9","4600","TOR@CLE","CLE","TOR","","","",""
"16951-9647","SF","Thabo","","Sefolosha","21.27777777777778","9","4600","ATL@MIA","ATL","MIA","","","",""
"16951-16178","SF","Maurice","","Harkless","20.699999722567473","11","4600","CHI@POR","POR","CHI","","","",""
"16951-40200","C","Lucas","","Nogueira","25.825000762939453","4","4600","TOR@CLE","TOR","CLE","","","",""
"16951-12342","PF","Al-Farouq","","Aminu","20.012500762939453","8","4500","CHI@POR","POR","CHI","O","Calf","",""
"16951-58247","PG","Isaiah","","Whitehead","11.59999974568685","6","4500","BKN@LAL","BKN","LAL","GTD","Concussion","",""
"16951-15788","C","Justin","","Hamilton","18","10","4400","BKN@LAL","BKN","LAL","","","",""
"16951-9873","C","Robin","","Lopez","20.61999969482422","10","4400","CHI@POR","CHI","POR","","","",""
"16951-9506","SG","J.R.","","Smith","19.6875","8","4300","TOR@CLE","CLE","TOR","GTD","Ankle","",""
"16951-14522","PF","Nikola","","Mirotic","19.6","10","4300","CHI@POR","CHI","POR","","","",""
"16951-42148","SF","Rondae","","Hollis-Jefferson","18.13000030517578","10","4300","BKN@LAL","BKN","LAL","","","",""
"16951-16220","SG","Dion","","Waiters","21.533333672417534","9","4300","ATL@MIA","MIA","ATL","","","",""
"16951-9737","SG","Nick","","Young","19.827273282137785","11","4200","BKN@LAL","LAL","BKN","","","",""
"16951-16201","PG","Michael","","Carter-Williams","12.266666412353516","3","4200","CHI@POR","CHI","POR","O","Knee","",""
"16951-9479","SF","Luol","","Deng","16.345454822887074","11","4000","BKN@LAL","LAL","BKN","","","",""
"16951-12359","SF","Evan","","Turner","15.845454822887074","11","4000","CHI@POR","POR","CHI","","","",""
"16951-16293","SG","Norman","","Powell","10.737500190734863","8","4000","TOR@CLE","TOR","CLE","","","",""
"16951-9733","SG","Randy","","Foye","11.024999618530273","4","4000","BKN@LAL","BKN","LAL","","","",""
"16951-12368","PF","Nemanja","","Bjelica","14.166666666666666","9","4000","CHA@MIN","MIN","CHA","","","",""
"16951-17894","PF","Mike","","Muscala","18.52222188313802","9","4000","ATL@MIA","ATL","MIA","","","",""
"16951-14530","SF","Bojan","","Bogdanovic","19.25","10","4000","BKN@LAL","BKN","LAL","","","",""
"16951-12340","PF","Patrick","","Patterson","19.799999660915798","9","4000","TOR@CLE","TOR","CLE","","","",""
"16951-16233","SG","Josh","","Richardson","14.4","5","4000","ATL@MIA","MIA","ATL","","","",""
"16951-15691","C","Cody","","Zeller","20.02222188313802","9","4000","CHA@MIN","CHA","MIN","","","",""
"16951-9787","SF","DeMarre","","Carroll","15.012499809265137","8","3900","TOR@CLE","TOR","CLE","GTD","Rest","",""
"16951-14515","SG","Iman","","Shumpert","16.333333333333332","9","3900","TOR@CLE","CLE","TOR","","","",""
"16951-15559","SG","Jeremy","","Lamb","14.633333841959635","3","3900","CHA@MIN","CHA","MIN","O","Hamstring","",""
"16951-9678","PF","Channing","","Frye","18.028570992606028","7","3900","TOR@CLE","CLE","TOR","","","",""
"16951-9700","C","Spencer","","Hawes","18.877777099609375","9","3900","CHA@MIN","CHA","MIN","","","",""
"16951-9778","PF","Josh","","McRoberts","8.300000190734863","2","3800","ATL@MIA","MIA","ATL","","","",""
"16951-20992","PF","Larry","","Nance Jr.","17.519999694824218","10","3800","BKN@LAL","LAL","BKN","","","",""
"16951-16448","PF","Frank","","Kaminsky","17.342857360839844","7","3800","CHA@MIN","CHA","MIN","","","",""
"16951-9966","SF","James","","Johnson","17.47777811686198","9","3800","ATL@MIA","MIA","ATL","","","",""
"16951-58081","PG","Tyus","","Jones","16.7000002179827","7","3700","CHA@MIN","MIN","CHA","","","",""
"16951-9501","PF","Kris","","Humphries","11.087499618530273","8","3700","ATL@MIA","ATL","MIA","","","",""
"16951-15501","SG","Allen","","Crabbe","16.227272727272727","11","3700","CHI@POR","POR","CHI","","","",""
"16951-9542","PF","Luis","","Scola","13.780000305175781","10","3700","BKN@LAL","BKN","LAL","","","",""
"16951-23802","PG","Kris","","Dunn","16.311111450195312","9","3700","CHA@MIN","MIN","CHA","","","",""
"16951-15744","SG","Rodney","","McGruder","8.887499809265137","8","3600","ATL@MIA","MIA","ATL","","","",""
"16951-15846","SG","Tim","","Hardaway Jr.","17.055555555555557","9","3600","ATL@MIA","ATL","MIA","","","",""
"16951-14500","PF","Derrick","","Williams","9.233333587646484","3","3600","ATL@MIA","MIA","ATL","","","",""
"16951-71467","PG","Malcolm","","Delaney","13.655555725097656","9","3600","ATL@MIA","ATL","MIA","","","",""
"16951-16363","SG","Joe","","Harris","15.510000610351563","10","3600","BKN@LAL","BKN","LAL","","","",""
"16951-15560","PG","Shabazz","","Napier","6.549999872843425","6","3600","CHI@POR","POR","CHI","","","",""
"16951-15669","PF","Meyers","","Leonard","10.955555386013454","9","3600","CHI@POR","POR","CHI","","","",""
"16951-9870","SG","Kyle","","Korver","16.412500381469727","8","3600","ATL@MIA","ATL","MIA","","","",""
"16951-18256","SF","Doug","","McDermott","15.977778116861979","9","3600","CHI@POR","CHI","POR","O","Concussion","",""
"16951-12424","C","Timofey","","Mozgov","15.769999694824218","10","3600","BKN@LAL","LAL","BKN","","","",""
"16951-9715","SF","Marco","","Belinelli","15.466666327582466","9","3600","CHA@MIN","CHA","MIN","","","",""
"16951-59483","PF","Chris","","McCullough","7.574999809265137","4","3500","BKN@LAL","BKN","LAL","","","",""
"16951-60021","PF","Pascal","","Siakam","10.833333333333334","9","3500","TOR@CLE","TOR","CLE","","","",""
"16951-17332","C","Tarik","","Black","12.081817626953125","11","3500","BKN@LAL","LAL","BKN","","","",""
"16951-9785","SG","James","","Jones","1.7333332697550456","3","3500","TOR@CLE","CLE","TOR","","","",""
