"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16962-9642","PG","Russell","","Westbrook","56.35454767400568","11","11500","HOU@OKC","OKC","HOU","","","",""
"16962-9644","SG","James","","Harden","55.379998779296876","10","11500","HOU@OKC","HOU","OKC","","","",""
"16962-15755","PF","Anthony","","Davis","53.64545232599432","11","11400","NO@ORL","NO","ORL","","","",""
"16962-9488","SF","LeBron","","James","47.97999877929688","10","9900","CLE@IND","CLE","IND","","","",""
"16962-12362","C","DeMarcus","","Cousins","43","11","9600","SA@SAC","SAC","SA","","","",""
"16962-40199","SG","Giannis","","Antetokounmpo","44.088887532552086","9","9600","MIL@ATL","MIL","ATL","","","",""
"16962-9646","SF","Kevin","","Durant","46.82999877929687","10","9600","GS@TOR","GS","TOR","","","",""
"16962-9623","PG","Chris","","Paul","43.18181818181818","11","9300","MEM@LAC","LAC","MEM","","","",""
"16962-9714","SG","DeMar","","DeRozan","44.72999877929688","10","9200","GS@TOR","TOR","GS","","","",""
"16962-9524","PG","Stephen","","Curry","40.08999938964844","10","9000","GS@TOR","GS","TOR","","","",""
"16962-12332","PG","John","","Wall","40.31428745814732","7","8900","WAS@PHI","WAS","PHI","","","",""
"16962-9560","PF","Blake","","Griffin","39.39090798117898","11","8700","MEM@LAC","LAC","MEM","","","",""
"16962-12341","SF","Paul","","George","35.52000122070312","10","8500","CLE@IND","IND","CLE","","","",""
"16962-14513","SF","Kawhi","","Leonard","39.87272782759233","11","8500","SA@SAC","SA","SAC","","","",""
"16962-14559","PG","Isaiah","","Thomas","39.91000061035156","10","8300","DAL@BOS","BOS","DAL","","","",""
"16962-15860","PF","Draymond","","Green","39.570001220703126","10","8300","GS@TOR","GS","TOR","","","",""
"16962-15557","C","Andre","","Drummond","36.91000061035156","10","8100","DET@NY","DET","NY","GTD","Ankle","",""
"16962-9535","PG","Kyle","","Lowry","37.560000610351565","10","8000","GS@TOR","TOR","GS","","","",""
"16962-9508","SF","Carmelo","","Anthony","33.710000610351564","10","7900","DET@NY","NY","DET","","","",""
"16962-9660","C","Dwight","","Howard","35.210000610351564","10","7900","MIL@ATL","ATL","MIL","GTD","Quadriceps","",""
"16962-9663","PG","Jrue","","Holiday","30.192307692307693","65","7900","NO@ORL","NO","ORL","O","Personal","",""
"16962-12355","PG","Eric","","Bledsoe","32.70000110973012","11","7500","PHO@DEN","PHO","DEN","","","",""
"16962-9874","PF","Kevin","","Love","36.26000061035156","10","7500","CLE@IND","CLE","IND","","","",""
"16962-9729","PF","Paul","","Millsap","32.8","10","7400","MIL@ATL","ATL","MIL","","","",""
"16962-14498","PG","Kyrie","","Irving","34.42000122070313","10","7400","CLE@IND","CLE","IND","","","",""
"16962-9577","SF","Rudy","","Gay","36.470001220703125","10","7400","SA@SAC","SAC","SA","","","",""
"16962-12334","SG","Avery","","Bradley","34.960000610351564","10","7000","DAL@BOS","BOS","DAL","","","",""
"16962-9688","PF","LaMarcus","","Aldridge","29.020001220703126","10","7000","SA@SAC","SA","SAC","","","",""
"16962-63122","PF","Kristaps","","Porzingis","31.26000061035156","10","6900","DET@NY","NY","DET","","","",""
"16962-9575","PG","Mike","","Conley","32.76666598849826","9","6900","MEM@LAC","MEM","LAC","","","",""
"16962-9581","C","Marc","","Gasol","32.866665310329864","9","6900","MEM@LAC","MEM","LAC","","","",""
"16962-9692","SG","Tyreke","","Evans","31.47199951171875","25","6900","NO@ORL","NO","ORL","O","Knee","",""
"16962-23825","PF","Nerlens","","Noel","27.719402256296643","67","6800","WAS@PHI","PHI","WAS","O","Knee","",""
"16962-9561","C","DeAndre","","Jordan","28.972728382457387","11","6800","MEM@LAC","LAC","MEM","","","",""
"16962-9453","C","Al","","Horford","28.73333231608073","3","6700","DAL@BOS","BOS","DAL","GTD","Concussion","",""
"16962-58460","SG","Devin","","Booker","27.8","10","6500","PHO@DEN","PHO","DEN","","","",""
