"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16833-9642","PG","Russell","","Westbrook","58.720001220703125","5","11800","MIN@OKC","OKC","MIN","","","",""
"16833-9644","SG","James","","Harden","56.6","5","11700","HOU@ATL","HOU","ATL","","","",""
"16833-40199","SG","Giannis","","Antetokounmpo","48.16000061035156","5","9900","SAC@MIL","MIL","SAC","","","",""
"16833-9488","SF","LeBron","","James","46.4","5","9700","CLE@PHI","CLE","PHI","","","",""
"16833-12362","C","DeMarcus","","Cousins","42.583333333333336","6","9700","SAC@MIL","SAC","MIL","","","",""
"16833-12332","PG","John","","Wall","44.54999923706055","4","9200","WAS@ORL","WAS","ORL","O","Rest","",""
"16833-58462","C","Karl-Anthony","","Towns","38.57500076293945","4","8900","MIN@OKC","MIN","OKC","","","",""
"16833-12341","SF","Paul","","George","36.060000610351565","5","8800","CHI@IND","IND","CHI","","","",""
"16833-9623","PG","Chris","","Paul","45.720001220703125","5","8800","LAC@SA","LAC","SA","","","",""
"16833-9560","PF","Blake","","Griffin","37.620001220703124","5","8700","LAC@SA","LAC","SA","","","",""
"16833-14513","SF","Kawhi","","Leonard","44.98333231608073","6","8500","LAC@SA","SA","LAC","","","",""
"16833-9729","PF","Paul","","Millsap","34.16000061035156","5","8300","HOU@ATL","ATL","HOU","","","",""
"16833-9660","C","Dwight","","Howard","36.3","5","8300","HOU@ATL","ATL","HOU","","","",""
"16833-15557","C","Andre","","Drummond","34.92000122070313","5","8000","DEN@DET","DET","DEN","","","",""
"16833-14498","PG","Kyrie","","Irving","35.720001220703125","5","7800","CLE@PHI","CLE","PHI","","","",""
"16833-14528","SF","Jimmy","","Butler","34.07999877929687","5","7700","CHI@IND","CHI","IND","","","",""
"16833-9874","PF","Kevin","","Love","36.1","5","7500","CLE@PHI","CLE","PHI","","","",""
"16833-14514","C","Nikola","","Vucevic","33.5","5","7500","WAS@ORL","ORL","WAS","","","",""
"16833-9577","SF","Rudy","","Gay","35.06666564941406","6","7300","SAC@MIL","SAC","MIL","GTD","Ribs","",""
"16833-9688","PF","LaMarcus","","Aldridge","30.1","5","7100","LAC@SA","SA","LAC","","","",""
