Pos,Player,Salary,Fpts,$/Point
PG,Kemba Walker,7300,39.47,$ 184.95
PG,Russell Westbrook,12500,59.24,$ 211.01
SG,Brandon Knight,3700,24.82,$ 149.07
SG,James Harden,12500,57.76,$ 216.41
SF,T.J. Warren,4500,26.94,$ 167.04
SF,P.J. Tucker,4700,24.5,$ 191.84
PF,Frank Kaminsky,4800,27.65,$ 173.60
PF,Alex Len,3600,24.79,$ 145.22
C,Steven Adams,6300,34.96,$ 180.21
,,59900,320.13,$ 187.11
