Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,12400,57.82,$ 214.46
PG,Deron Williams,5900,28.69,$ 205.65
SG,Dwyane Wade,6600,32.27,$ 204.52
SG,Victor Oladipo,5900,29.05,$ 203.10
SF,Carmelo Anthony,7900,37.85,$ 208.72
SF,Doug McDermott,4000,18.89,$ 211.75
PF,Kristaps Porzingis,7800,38.31,$ 203.60
PF,Gorgui Dieng,5500,27.61,$ 199.20
C,Andrew Bogut,3800,18.45,$ 205.96
,,59800,288.94,$ 206.96
