Pos,Player,Salary,Fpts,$/Point
PG,Austin Rivers,4400,25.73,$ 171.01
PG,Michael Carter-Williams,4100,21.37,$ 191.86
SG,James Harden,11300,55.85,$ 202.33
SG,J.J. Redick,4200,20.67,$ 203.19
SF,LeBron James,9900,52.46,$ 188.72
SF,Jimmy Butler,8300,40.87,$ 203.08
PF,Kevin Love,8400,39.57,$ 212.28
PF,Marvin Williams,4400,22.1,$ 199.10
C,Montrezl Harrell,4600,26.41,$ 174.18
,,59600,305.03,$ 195.39
