Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,13500,62.04,$ 217.60
PG,Ricky Rubio,7900,38.49,$ 205.25
SG,James Harden,12100,55.53,$ 217.90
SG,Nicolas Brussino,3700,24.03,$ 153.97
SF,Taurean Prince,4400,24.88,$ 176.85
SF,T.J. Warren,6400,32.73,$ 195.54
PF,Larry Nance,4300,26.78,$ 160.57
PF,Skal Labissiere,4100,26.49,$ 154.78
C,Boban Marjanovic,3600,27.25,$ 132.11
,,60000,318.22,$ 188.55
