Pos,Player,Salary,Fpts,$/Point
PG,Stephen Curry,8800,44.24,$ 198.92
PG,Marcus Smart,5200,27.87,$ 186.58
SG,James Harden,11700,56.95,$ 205.44
SG,Jeremy Lamb,4000,25.03,$ 159.81
SF,LeBron James,10000,48.13,$ 207.77
SF,Kawhi Leonard,8300,43.02,$ 192.93
PF,Taj Gibson,4700,27.52,$ 170.78
PF,David Lee,3500,21.83,$ 160.33
C,Spencer Hawes,3800,20.65,$ 184.02
,,60000,315.24,$ 190.33
