Pos,Player,Salary,Fpts,$/Point
PG,Kyrie Irving,7900,48.1,$ 164.24
PG,George Hill,6100,45.7,$ 133.48
SG,Dwyane Wade,6900,55.2,$ 125.00
SG,Dion Waiters,5200,40.1,$ 129.68
SF,Marcus Morris,5100,43.7,$ 116.70
SF,Sam Dekker,3500,38.8,$ 90.21
PF,LaMarcus Aldridge,7500,42.4,$ 176.89
PF,Thaddeus Young,5400,33.3,$ 162.16
C,DeMarcus Cousins,10600,67.3,$ 157.50
,,58200,414.6,$ 140.38
