Pos,Player,Salary,Fpts,$/Point
PG,Elfrid Payton,7200,37.49,$ 192.05
PG,Jordan Clarkson,5600,30.01,$ 186.60
SG,James Harden,11800,58.17,$ 202.85
SG,Jordan Crawford,3500,22.5,$ 155.56
SF,Jimmy Butler,8700,44.88,$ 193.85
SF,Rondae Hollis-Jefferson,4400,25.45,$ 172.89
PF,Dario Saric,7900,38.06,$ 207.57
PF,Tobias Harris,5500,29.46,$ 186.69
C,Clint Capela,5400,32.62,$ 165.54
,,60000,318.64,$ 188.30
