Pos,Player,Salary,Fpts,$/Point
PG,Chris Paul,9500,45.49,$ 208.84
PG,Austin Rivers,4300,24,$ 179.17
SG,Bradley Beal,7000,32.94,$ 212.51
SG,J.J. Redick,4800,27.52,$ 174.42
SF,Kawhi Leonard,8700,40.68,$ 213.86
SF,Robert Covington,5500,28.72,$ 191.50
PF,LaMarcus Aldridge,7300,36.12,$ 202.10
PF,Derrick Favors,4700,25.81,$ 182.10
C,DeAndre Jordan,7900,39.52,$ 199.90
,,59700,300.8,$ 198.47
