Pos,Player,Salary,Fpts,$/Point
PG,Ricky Rubio,6600,35.77,$ 184.51
PG,Darren Collison,5400,27.38,$ 197.22
SG,DeMar DeRozan,8800,39.91,$ 220.50
SG,Arron Afflalo,3500,18.2,$ 192.31
SF,Doug McDermott,3500,21.66,$ 161.59
SF,Kawhi Leonard,9600,41.81,$ 229.61
PF,Taj Gibson,4900,28.41,$ 172.47
PF,Kristaps Porzingis,6400,30.38,$ 210.66
C,DeMarcus Cousins,11000,50.86,$ 216.28
,,59700,294.38,$ 202.80
