Pos,Player,Salary,Fpts,$/Point
PG,Kyrie Irving,8400,40.03,$ 209.84
PG,Austin Rivers,5600,28.99,$ 193.17
SG,J.J. Redick,5200,26.2,$ 198.47
SG,Jamal Crawford,3500,22.78,$ 153.64
SF,LeBron James,10500,52.89,$ 198.53
SF,Carmelo Anthony,7700,37.5,$ 205.33
PF,Nikola Jokic,9400,40.9,$ 229.83
PF,Dirk Nowitzki,5700,27.45,$ 207.65
C,Guillermo Hernangomez,3600,19.54,$ 184.24
,,59600,296.28,$ 201.16
