Pos,Player,Salary,Fpts,$/Point
PG,Kemba Walker,7900,43.93,$ 179.83
PG,Patty Mills,3500,20.65,$ 169.49
SG,Giannis Antetokounmpo,11100,51.42,$ 215.87
SG,J.J. Redick,4700,25.62,$ 183.45
SF,Michael Kidd-Gilchrist,5100,29.16,$ 174.90
SF,T.J. Warren,4600,27.01,$ 170.31
PF,Nikola Jokic,9900,47.66,$ 207.72
PF,Paul Millsap,8200,40.51,$ 202.42
C,Cody Zeller,5000,27.57,$ 181.36
,,60000,313.53,$ 191.37
