Pos,Player,Salary,Fpts,$/Point
PG,Kyrie Irving,7500.00,37.88,$ 197.99
PG,Austin Rivers,3900.00,19.12,$ 203.97
SG,James Harden,11000.00,55.46,$ 198.34
SG,Jamal Crawford,3600.00,22.41,$ 160.64
SF,LeBron James,10400.00,54.31,$ 191.49
SF,Wilson Chandler,5800.00,29.89,$ 194.04
PF,Nikola Jokic,5900.00,32.84,$ 179.66
PF,Thaddeus Young,4700.00,25.99,$ 180.84
C,Joel Embiid,7200.00,39.25,$ 183.44
,,60000,317.15,$ 189.18
