Pos,Player,Salary,Fpts,$/Point
PG,D'Angelo Russell,6700,35.42,$ 189.16
PG,Jordan Clarkson,5200,28.46,$ 182.71
SG,Buddy Hield,4200,20.43,$ 205.58
SG,Evan Fournier,5500,27.94,$ 196.85
SF,Jimmy Butler,8900,42.39,$ 209.96
SF,Kawhi Leonard,9300,45.74,$ 203.32
PF,Julius Randle,6500,33.78,$ 192.42
PF,Nikola Jokic,10000,51.38,$ 194.63
C,Ivica Zubac,3700,24.38,$ 151.76
,,60000,309.92,$ 193.60
