Pos,Player,Salary,Fpts,$/Point
PG,Patrick Beverley,4800,25.35,$ 189.35
PG,Kemba Walker,7600,38.71,$ 196.33
SG,Louis Williams,4600,28.29,$ 162.60
SG,James Harden,12100,58.51,$ 206.80
SF,Matt Barnes,3600,21.58,$ 166.82
SF,LeBron James,10700,51.33,$ 208.46
PF,LaMarcus Aldridge,7000,35.01,$ 199.94
PF,Larry Nance,4100,24.31,$ 168.65
C,Pau Gasol,5500,30.21,$ 182.06
,,60000,313.3,$ 191.51
