Pos,Player,Salary,Fpts,$/Point
PG,Ricky Rubio,6300.00,33.96,$ 185.51
PG,Ty Lawson,5200.00,28.37,$ 183.29
SG,C.J. McCollum,6800.00,33.66,$ 202.02
SG,Zach LaVine,5600.00,28.27,$ 198.09
SF,Carmelo Anthony,7800.00,38.69,$ 201.60
SF,Aaron Gordon,5600.00,29.72,$ 188.43
PF,Kristaps Porzingis,6800.00,36.51,$ 186.25
PF,Thaddeus Young,6000.00,31.82,$ 188.56
C,DeMarcus Cousins,9800.00,48.35,$ 202.69
,,59900,309.35,$ 193.63
