Pos,Player,Salary,Fpts,$/Point
PG,Shabazz Napier,3500,30.32,$ 115.44
PG,Isaiah Thomas,8800,42.65,$ 206.33
SG,Nicolas Batum,6600,32.58,$ 202.58
SG,Giannis Antetokounmpo,10000,49.83,$ 200.68
SF,Jimmy Butler,10400,44.92,$ 231.52
SF,Evan Turner,4100,31.43,$ 130.45
PF,Channing Frye,3700,26.24,$ 141.01
PF,Blake Griffin,9300,41.43,$ 224.48
C,Boban Marjanovic,3600,29.9,$ 120.40
,,60000,329.3,$ 182.20
