Pos,Player,Salary,Fpts,$/Point
PG,Jordan Clarkson,5000.00,27.49,$ 181.88
PG,Brandon Jennings,4800.00,27.37,$ 175.37
SG,James Harden,11500.00,53.87,$ 213.48
SG,Louis Williams,6000.00,29,$ 206.90
SF,LeBron James,9800.00,45.39,$ 215.91
SF,Thabo Sefolosha,4200.00,20.9,$ 200.96
PF,Dwight Powell,4000.00,23.3,$ 171.67
PF,Josh McRoberts,3500.00,18.74,$ 186.77
C,DeMarcus Cousins,11200.00,53.03,$ 211.20
,,60000,299.09,$ 200.61
