Pos,Player,Salary,Fpts,$/Point
PG,Stephen Curry,9300.00,43.62,$ 213.20
PG,T.J. McConnell,3500.00,23.08,$ 151.65
SG,Louis Williams,6300.00,32,$ 196.88
SG,Zach LaVine,6100.00,30.59,$ 199.41
SF,Carmelo Anthony,7700.00,41.58,$ 185.19
SF,Marcus Morris,5000.00,27.95,$ 178.89
PF,Kristaps Porzingis,7400.00,37.5,$ 197.33
PF,Tobias Harris,6000.00,32.16,$ 186.57
C,Karl-Anthony Towns,8700.00,38.81,$ 224.17
,,60000,307.29,$ 195.26
