Pos,Player,Salary,Fpts,$/Point
PG,Tyler Ulis,6000,35.83,$ 167.46
PG,Ish Smith,4500,31.7,$ 141.96
SG,Nicolas Batum,6700,34.64,$ 193.42
SG,James Harden,12500,58.52,$ 213.60
SF,T.J. Warren,6400,38.66,$ 165.55
SF,Rondae Hollis-Jefferson,4700,26.62,$ 176.56
PF,Ersan Ilyasova,4800,32.74,$ 146.61
PF,Draymond Green,7700,40.26,$ 191.26
C,Brook Lopez,6700,39.43,$ 169.92
,,60000,338.4,$ 177.30
