Pos,Player,Salary,Fpts,$/Point
PG,Rajon Rondo,5400,31.19,$ 173.13
PG,John Wall,10000,45.66,$ 219.01
SG,Victor Oladipo,6100,30.64,$ 199.09
SG,Tim Hardaway Jr.,5400,26.69,$ 202.32
SF,Paul George,8300,40.27,$ 206.11
SF,Jimmy Butler,8900,41.89,$ 212.46
PF,Thaddeus Young,4600,23.45,$ 196.16
PF,Ersan Ilyasova,4500,25.65,$ 175.44
C,Dwight Howard,6800,34.17,$ 199.00
,,60000,299.61,$ 200.26
