Pos,Player,Salary,Fpts,$/Point
PG,T.J. McConnell,5600,30.66,$ 182.65
PG,Elfrid Payton,7400,37.58,$ 196.91
SG,C.J. McCollum,7100,34.73,$ 204.43
SG,Giannis Antetokounmpo,10000,47.5,$ 210.53
SF,Jimmy Butler,9900,49.18,$ 201.30
SF,Rondae Hollis-Jefferson,4700,26.41,$ 177.96
PF,Al-Farouq Aminu,4800,27.11,$ 177.06
PF,Aaron Gordon,5700,32.41,$ 175.87
C,Robin Lopez,4700,28.37,$ 165.67
,,59900,313.95,$ 190.79
