Pos,Player,Salary,Fpts,$/Point
PG,Patty Mills,3700,22.25,$ 166.29
PG,Damian Lillard,8800,41.74,$ 210.83
SG,C.J. McCollum,7000,35.34,$ 198.08
SG,Devin Booker,6400,30.48,$ 209.97
SF,Kawhi Leonard,9600,43.11,$ 222.69
SF,Brandon Ingram,4000,20.85,$ 191.85
PF,LaMarcus Aldridge,7000,33.73,$ 207.53
PF,Julius Randle,6900,34.2,$ 201.75
C,Jusuf Nurkic,6500,31.37,$ 207.20
,,59900,293.07,$ 204.39
