Pos,Player,Salary,Fpts,$/Point
PG,Chris Paul,9200.00,42.76,$ 215.15
PG,Jrue Holiday,7000.00,35.85,$ 195.26
SG,J.J. Redick,4100.00,22.17,$ 184.93
SG,Garrett Temple,4200.00,21.52,$ 195.17
SF,Kawhi Leonard,8300.00,40.14,$ 206.78
SF,Robert Covington,5000.00,26.98,$ 185.32
PF,Blake Griffin,8700.00,43.4,$ 200.46
PF,LaMarcus Aldridge,6200.00,32.28,$ 192.07
C,Joel Embiid,6800.00,36.81,$ 184.73
,,59500,301.91,$ 197.08
