Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,12700,57.92,$ 219.27
PG,Mike Conley,7700,39.35,$ 195.68
SG,Giannis Antetokounmpo,11300,48.2,$ 234.44
SG,Ian Clark,3500,27.27,$ 128.35
SF,Matt Barnes,4200,26.91,$ 156.08
SF,Harrison Barnes,6000,32.33,$ 185.59
PF,David West,3500,25.84,$ 135.45
PF,David Lee,4700,29.61,$ 158.73
C,Pau Gasol,5800,36.71,$ 158.00
,,59400,324.14,$ 183.25
