Pos,Player,Salary,Fpts,$/Point
PG,Kyrie Irving,8600,43.84,$ 196.17
PG,Mike Conley,7500,37.87,$ 198.05
SG,Sean Kilpatrick,4100,21.8,$ 188.07
SG,Seth Curry,4300,27.73,$ 155.07
SF,LeBron James,10500,50.71,$ 207.06
SF,P.J. Tucker,4600,22.38,$ 205.54
PF,James Johnson,6000,30.68,$ 195.57
PF,Zach Randolph,6400,33.19,$ 192.83
C,Andre Drummond,8000,40.38,$ 198.12
,,60000,308.58,$ 194.44
