Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,12200,59.45,$ 205.21
PG,Kemba Walker,7600,39.02,$ 194.77
SG,Rodney Hood,4200,24.5,$ 171.43
SG,Jeremy Lamb,3800,24.36,$ 155.99
SF,Paul George,7900,41.58,$ 190.00
SF,Marcus Morris,4600,27.21,$ 169.06
PF,Nikola Jokic,7800,36.54,$ 213.46
PF,Amir Johnson,4000,23.6,$ 169.49
C,Andre Drummond,7900,39.83,$ 198.34
,,60000,316.09,$ 189.82
