Pos,Player,Salary,Fpts,$/Point
PG,Tyler Johnson,5400.00,26.21,$ 206.03
PG,Jamal Murray,3700.00,19.34,$ 191.31
SG,James Harden,11400.00,56.15,$ 203.03
SG,Giannis Antetokounmpo,9800.00,46.27,$ 211.80
SF,Harrison Barnes,6400.00,34.9,$ 183.38
SF,Glenn Robinson,3600.00,18.18,$ 198.02
PF,Blake Griffin,9000.00,45.44,$ 198.06
PF,Ed Davis,3800.00,20.28,$ 187.38
C,DeAndre Jordan,6900.00,36.77,$ 187.65
,,60000,303.54,$ 197.67
