Pos,Player,Salary,Fpts,$/Point
PG,Goran Dragic,6800.00,31.44,$ 216.28
PG,Emmanuel Mudiay,5900.00,28.18,$ 209.37
SG,Dwyane Wade,6700.00,31.3,$ 214.06
SG,Gary Harris,4600.00,20.46,$ 224.83
SF,Danilo Gallinari,6300.00,29.52,$ 213.41
SF,Justise Winslow,4800.00,23.67,$ 202.79
PF,Anthony Davis,10900.00,52.48,$ 207.70
PF,Taj Gibson,5800.00,27.49,$ 210.99
C,Hassan Whiteside,8200.00,39.6,$ 207.07
,,60000,284.14,$ 211.16
