Pos,Player,Salary,Fpts,$/Point
PG,Chris Paul,9300.00,44.02,$ 211.27
PG,Jeff Teague,6300.00,30.71,$ 205.14
SG,Nicolas Batum,6200.00,26.98,$ 229.80
SG,Marcus Thornton,3800.00,19.26,$ 197.30
SF,LeBron James,9900.00,44.9,$ 220.49
SF,C.J. Miles,4400.00,21.17,$ 207.84
PF,Blake Griffin,8700.00,40.96,$ 212.40
PF,Derrick Favors,5900.00,32.17,$ 183.40
C,Steven Adams,5300.00,27.94,$ 189.69
,,59800,288.11,$ 207.56
