Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,12700,58.81,$ 215.95
PG,Eric Bledsoe,9700,43.08,$ 225.16
SG,Louis Williams,5700,29.18,$ 195.34
SG,Seth Curry,4100,28.42,$ 144.26
SF,Paul George,7700,36.08,$ 213.41
SF,Harrison Barnes,6200,30.68,$ 202.09
PF,Derrick Favors,4700,24.91,$ 188.68
PF,Dwight Powell,3700,23.31,$ 158.73
C,Steven Adams,5500,28.25,$ 194.69
,,60000,302.72,$ 198.20
