Pos,Player,Salary,Fpts,$/Point
PG,Darren Collison,6000,31.65,$ 189.57
PG,Stephen Curry,9300,46.8,$ 198.72
SG,Nicolas Batum,7100,33.91,$ 209.38
SG,Klay Thompson,7000,36.87,$ 189.86
SF,Terrence Ross,3700,24.89,$ 148.65
SF,LeBron James,11100,51.29,$ 216.42
PF,Willie Cauley-Stein,4800,29.03,$ 165.35
PF,Aaron Gordon,5000,28.32,$ 176.55
C,Guillermo Hernangomez,5900,34.53,$ 170.87
,,59900,317.29,$ 188.79
