Pos,Player,Salary,Fpts,$/Point
PG,John Wall,9800.00,46.1,$ 212.58
PG,Shelvin Mack,3700.00,23.76,$ 155.72
SG,Bradley Beal,6800.00,33.64,$ 202.14
SG,Will Barton,5700.00,30.45,$ 187.19
SF,Joe Johnson,3600.00,25.74,$ 139.86
SF,Joe Ingles,3500.00,21.43,$ 163.32
PF,Anthony Davis,12100.00,58.24,$ 207.76
PF,Draymond Green,7900.00,35.89,$ 220.12
C,Joel Embiid,6600.00,35.22,$ 187.39
,,59700,310.47,$ 192.29
