Pos,Player,Salary,Fpts,$/Point
PG,Stephen Curry,9400.00,46.34,$ 202.85
PG,George Hill,6500.00,32.68,$ 198.90
SG,Victor Oladipo,6300.00,34.1,$ 184.75
SG,Josh Richardson,4200.00,27.23,$ 154.24
SF,Kevin Durant,10000.00,50.01,$ 199.96
SF,Andrew Wiggins,6100.00,32.27,$ 189.03
PF,Kristaps Porzingis,7200.00,35.31,$ 203.91
PF,Gorgui Dieng,6100.00,30.23,$ 201.79
C,Jahlil Okafor,4200.00,24.84,$ 169.08
,,60000,313.01,$ 191.69
