Pos,Player,Salary,Fpts,$/Point
PG,Chris Paul,9200,45.83,$ 200.74
PG,Mike Conley,7200,35.72,$ 201.57
SG,J.J. Redick,4500,24.07,$ 186.95
SG,Jamal Crawford,4000,18.03,$ 221.85
SF,LeBron James,10100,51.54,$ 195.96
SF,Andrew Wiggins,6300,32.06,$ 196.51
PF,Gorgui Dieng,5500,28.12,$ 195.59
PF,Markieff Morris,5100,26.16,$ 194.95
C,Joel Embiid,7500,38.69,$ 193.85
,,59400,300.22,$ 197.85
