Pos,Player,Salary,Fpts,$/Point
PG,Kemba Walker,7700,37.92,$ 203.06
PG,Jeff Teague,6800,36.94,$ 184.08
SG,Leandro Barbosa,3500,19.14,$ 182.86
SG,Klay Thompson,7300,35.8,$ 203.91
SF,Paul George,8600,40.73,$ 211.15
SF,Andrew Wiggins,7000,33.56,$ 208.58
PF,Marquese Chriss,5000,27.83,$ 179.66
PF,Ersan Ilyasova,4700,25.05,$ 187.62
C,DeMarcus Cousins,9300,47.22,$ 196.95
,,59900,304.19,$ 196.92
