Pos,Player,Salary,Fpts,$/Point
PG,Reggie Jackson,6100,32.08,$ 190.15
PG,Ricky Rubio,6100,31.35,$ 194.58
SG,C.J. McCollum,7500,38.43,$ 195.16
SG,Zach LaVine,6500,31.94,$ 203.51
SF,Paul George,7900,39.59,$ 199.55
SF,Evan Turner,4800,25.35,$ 189.35
PF,Julius Randle,6500,33.51,$ 193.97
PF,Thaddeus Young,5300,29.86,$ 177.49
C,Karl-Anthony Towns,9100,45.85,$ 198.47
,,59800,307.96,$ 194.18
