Pos,Player,Salary,Fpts,$/Point
PG,Shabazz Napier,4900,35.1,$ 139.60
PG,Chris Paul,9400,43.34,$ 216.89
SG,Norman Powell,3500,24.9,$ 140.56
SG,Ian Clark,3500,23.81,$ 147.00
SF,Jimmy Butler,10200,47.13,$ 216.42
SF,Michael Beasley,4500,32.36,$ 139.06
PF,Larry Nance,4600,30.79,$ 149.40
PF,Blake Griffin,8800,40.84,$ 215.48
C,Karl-Anthony Towns,10600,48.95,$ 216.55
,,60000,327.22,$ 183.36
