Pos,Player,Salary,Fpts,$/Point
PG,Dennis Schroder,7300,36.56,$ 199.67
PG,Russell Westbrook,13500,63.2,$ 213.61
SG,Devin Booker,8100,38.63,$ 209.68
SG,James Harden,12100,57.59,$ 210.11
SF,Jonathon Simmons,3500,26.2,$ 133.59
SF,Kyle Anderson,3600,27.42,$ 131.29
PF,Larry Nance,4300,28.13,$ 152.86
PF,David Lee,4000,28.96,$ 138.12
C,Dewayne Dedmon,3500,22.34,$ 156.67
,,59900,329.03,$ 182.05
