Pos,Player,Salary,Fpts,$/Point
PG,Reggie Jackson,6600,32.63,$ 202.27
PG,Jameer Nelson,4700,25.39,$ 185.11
SG,Giannis Antetokounmpo,10500,51.64,$ 203.33
SG,Zach LaVine,6300,32.86,$ 191.72
SF,Michael Kidd-Gilchrist,5700,28.82,$ 197.78
SF,Jae Crowder,6000,31.69,$ 189.33
PF,Jon Leuer,4600,23.43,$ 196.33
PF,Draymond Green,7800,39.21,$ 198.93
C,Andre Drummond,7700,38.79,$ 198.50
,,59900,304.46,$ 196.74
