Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,12100,55.45,$ 218.21
PG,Yogi Ferrell,4900,25.91,$ 189.12
SG,Norman Powell,5100,26.43,$ 192.96
SG,James Harden,12200,56.11,$ 217.43
SF,Rondae Hollis-Jefferson,4300,23.35,$ 184.15
SF,Matt Barnes,3700,22.77,$ 162.49
PF,Thaddeus Young,5500,25.42,$ 216.37
PF,Ryan Anderson,5400,28.13,$ 191.97
C,Myles Turner,6700,33.4,$ 200.60
,,59900,296.97,$ 201.70
