Pos,Player,Salary,Fpts,$/Point
PG,John Wall,9000.00,42.01,$ 214.23
PG,Tim Frazier,5500.00,30.72,$ 179.04
SG,Nicolas Batum,6400.00,28.52,$ 224.40
SG,Sean Kilpatrick,4700.00,22.24,$ 211.33
SF,T.J. Warren,5900.00,30.56,$ 193.06
SF,Justise Winslow,5000.00,25.23,$ 198.18
PF,Anthony Davis,11200.00,54.02,$ 207.33
PF,Larry Nance,3900.00,19.44,$ 200.62
C,Hassan Whiteside,8400.00,40.72,$ 206.29
,,60000,293.46,$ 204.46
