Pos,Player,Salary,Fpts,$/Point
PG,Damian Lillard,8800,46.21,$ 190.43
PG,Ricky Rubio,6900,37.76,$ 182.73
SG,Kentavious Caldwell-Pope,5300,30.17,$ 175.67
SG,Rodney Hood,4200,22.66,$ 185.35
SF,Marcus Morris,6200,34.04,$ 182.14
SF,Kawhi Leonard,9200,46.37,$ 198.40
PF,Richaun Holmes,4500,28.03,$ 160.54
PF,Bobby Portis,4400,26.52,$ 165.91
C,Karl-Anthony Towns,10400,52.76,$ 197.12
,,59900,324.52,$ 184.58
