Pos,Player,Salary,Fpts,$/Point
PG,Goran Dragic,7100,36.6,$ 193.99
PG,George Hill,6100,32.1,$ 190.03
SG,Dejounte Murray,3800,24.26,$ 156.64
SG,James Harden,11900,58.42,$ 203.70
SF,Kawhi Leonard,9800,46.18,$ 212.21
SF,Joe Ingles,3900,22.46,$ 173.64
PF,James Johnson,5900,31.75,$ 185.83
PF,David Lee,5100,29.17,$ 174.84
C,Myles Turner,6300,32.77,$ 192.25
,,59900,313.71,$ 190.94
