Pos,Player,Salary,Fpts,$/Point
PG,John Wall,10800,52.6,$ 205.32
PG,Patrick Beverley,5200,24.79,$ 209.76
SG,Bradley Beal,7200,35.54,$ 202.59
SG,James Harden,12000,57.84,$ 207.47
SF,Kelly Oubre,3800,21.15,$ 179.67
SF,Andre Iguodala,4400,21.68,$ 202.95
PF,Markieff Morris,7500,34.85,$ 215.21
PF,David Lee,5400,30.57,$ 176.64
C,Dewayne Dedmon,3600,20.95,$ 171.84
,,59900,299.97,$ 199.69
