Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,13400,61.77,$ 216.93
PG,Rajon Rondo,5800,30.31,$ 191.36
SG,Will Barton,6600,35.08,$ 188.14
SG,James Harden,11800,55.43,$ 212.88
SF,Kent Bazemore,4300,23.89,$ 179.99
SF,Joe Ingles,4100,22.14,$ 185.19
PF,Ersan Ilyasova,4500,26.52,$ 169.68
PF,Jason Smith,3500,29.96,$ 116.82
C,Mason Plumlee,6000,33.87,$ 177.15
,,60000,318.97,$ 188.11
