Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,12000.00,55.23,$ 217.27
PG,Eric Bledsoe,7600.00,37.7,$ 201.59
SG,James Harden,11200.00,51.45,$ 217.69
SG,Will Barton,5100.00,24.04,$ 212.15
SF,Trevor Ariza,5500.00,24.05,$ 228.69
SF,Rondae Hollis-Jefferson,4300.00,21.43,$ 200.65
PF,Serge Ibaka,4800.00,23.46,$ 204.60
PF,Patrick Patterson,3700.00,18.24,$ 202.85
C,Jonas Valanciunas,5700.00,29.8,$ 191.28
,,59900,285.4,$ 209.88
