Pos,Player,Salary,Fpts,$/Point
PG,Jeff Teague,6900,36.61,$ 188.47
PG,Isaiah Thomas,8600,40.49,$ 212.40
SG,Giannis Antetokounmpo,10000,49.25,$ 203.05
SG,Jordan Crawford,3600,27.46,$ 131.10
SF,Khris Middleton,5900,31.34,$ 188.26
SF,Jimmy Butler,10500,46.25,$ 227.03
PF,Cheick Diallo,3500,26.41,$ 132.53
PF,Draymond Green,7100,37.12,$ 191.27
C,Alexis Ajinca,3500,28.01,$ 124.96
,,59600,322.94,$ 184.55
