Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,11500.00,53.73,$ 214.03
PG,J.J. Barea,5700.00,30.93,$ 184.29
SG,Sean Kilpatrick,4900.00,24.3,$ 201.65
SG,Wesley Matthews,4600.00,22.56,$ 203.90
SF,Kawhi Leonard,8800.00,44.7,$ 196.87
SF,Harrison Barnes,5700.00,31.86,$ 178.91
PF,Gorgui Dieng,6000.00,28.69,$ 209.13
PF,Ersan Ilyasova,3700.00,21.16,$ 174.86
C,Karl-Anthony Towns,8700.00,39.97,$ 217.66
,,59600,297.9,$ 200.07
