Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,11400.00,58.82,$ 193.81
PG,Stephen Curry,9100.00,46.27,$ 196.67
SG,Victor Oladipo,5500.00,28.83,$ 190.77
SG,Seth Curry,4100.00,26.87,$ 152.59
SF,Harrison Barnes,6100.00,34.94,$ 174.59
SF,Moe Harkless,4600.00,24.04,$ 191.35
PF,Blake Griffin,8800.00,43.27,$ 203.37
PF,Terrence Jones,5000.00,25.87,$ 193.27
C,Steven Adams,5000.00,27.53,$ 181.62
,,59600,316.44,$ 188.35
