Pos,Player,Salary,Fpts,$/Point
PG,Russell Westbrook,12500.00,60.46,$ 206.75
PG,Kemba Walker,7400.00,40.45,$ 182.94
SG,J.R. Smith,4000.00,22.98,$ 174.06
SG,Courtney Lee,4100.00,22.29,$ 183.94
SF,LeBron James,10200.00,48.75,$ 209.23
SF,Wilson Chandler,6000.00,34.34,$ 174.72
PF,Thaddeus Young,4700.00,27.16,$ 173.05
PF,Jon Leuer,4600.00,25.15,$ 182.90
C,Mason Plumlee,6300.00,32.16,$ 195.90
,,59800,313.74,$ 190.60
